"search_keyword","commerce_search_count","integrated_search_count","order_usage_rate","ad_intype_rate","organic_rate","c","uc","r","ctr","cvr","search_fail_20_rate","search_fail_100_rate","filter_usage_rate","related_search_rate","date"
"사무용의자","82","34","92.72727272727273","0.0","100.0","666","106","645","87.09677419354838","0.0","38.23529411764706","28.431372549019606","13.6","4.0","2022-03-06"
"장식품","12","9","86.66666666666667","0.0","100.0","174","33","2322","81.81818181818181","0.0","62.96296296296296","48.148148148148145","3.0303030303030303","0.0","2022-03-06"
"밥솥거치대","9","3","87.5","0.0","100.0","29","10","11055","81.81818181818181","0.0","30.0","20.0","18.181818181818183","18.181818181818183","2022-03-06"
"계량","7","5","88.88888888888889","0.0","100.0","72","21","5114","68.18181818181819","0.0","63.1578947368421","52.63157894736842","4.3478260869565215","8.695652173913043","2022-03-06"
"청소기","564","343","80.859375","0.0","100.0","6253","1449","46","82.00647249190939","0.0","39.77180114099429","33.17033414832926","4.9013367281986","4.977664326738991","2022-03-06"
"강아지욕조","6","1","100.0","0.0","100.0","25","6","12625","71.42857142857143","0.0","40.0","0.0","14.285714285714286","0.0","2022-03-06"
"요커버","28","4","100.0","0.0","100.0","164","28","2465","93.10344827586206","0.0","21.428571428571427","17.857142857142858","6.666666666666667","16.666666666666668","2022-03-06"
"양키캔들","70","46","81.44329896907216","0.0","100.0","953","240","443","78.07692307692308","0.0","32.68292682926829","28.29268292682927","9.433962264150944","2.641509433962264","2022-03-06"
"수납침대프레임","32","16","79.16666666666667","0.0","100.0","304","48","1379","88.46153846153847","0.0","27.027027027027028","13.513513513513514","13.461538461538462","1.9607843137254901","2022-03-06"
"두닷","98","44","74.22680412371135","0.0","100.0","886","273","472","85.03401360544218","0.0","39.02439024390244","28.29268292682927","1.3201320132013201","3.642384105960265","2022-03-06"
"3인소파","96","25","92.6470588235294","0.0","100.0","621","103","690","83.1858407079646","0.0","45.26315789473684","32.63157894736842","11.504424778761061","4.464285714285714","2022-03-06"
"나무수저세트","13","8","100.0","0.0","100.0","74","17","5008","83.33333333333333","0.0","26.666666666666668","13.333333333333334","5.555555555555555","0.0","2022-03-06"
"에이미루시","10","7","81.81818181818181","0.0","100.0","278","64","1506","88.40579710144928","0.0","54.54545454545455","34.54545454545455","2.857142857142857","4.3478260869565215","2022-03-06"
"액자걸이","50","24","86.36363636363636","0.0","100.0","389","88","1103","82.79569892473118","0.0","24.324324324324323","21.62162162162162","2.150537634408602","1.075268817204301","2022-03-06"
"듀오백","38","23","75.0","0.0","100.0","229","71","1816","76.71232876712328","0.0","53.333333333333336","43.333333333333336","5.47945205479452","5.47945205479452","2022-03-06"
"유리식판","1","1","50.0","0.0","100.0","18","7","16941","71.42857142857143","0.0","33.333333333333336","33.333333333333336","14.285714285714286","0.0","2022-03-06"
"침대받침","19","7","84.21052631578948","0.0","100.0","133","36","3019","78.37837837837837","0.0","36.36363636363637","33.333333333333336","2.6315789473684212","10.526315789473685","2022-03-06"
"곰솥냄비","7","2","100.0","0.0","100.0","43","10","7917","80.0","0.0","40.0","30.0","10.0","0.0","2022-03-06"
"센서등","81","49","91.78082191780823","0.0","100.0","706","152","607","85.2760736196319","0.0","37.22627737226277","21.8978102189781","4.848484848484849","1.2195121951219512","2022-03-06"
"60수차렵이불","11","5","80.0","0.0","100.0","37","4","8996","80.0","0.0","25.0","25.0","40.0","0.0","2022-03-06"
"조리도구","165","61","93.43065693430657","0.0","100.0","1834","331","218","85.12396694214875","0.0","38.90577507598784","27.051671732522795","4.918032786885246","5.785123966942149","2022-03-06"
"스탠리텀블러","3","1","100.0","0.0","100.0","21","5","14735","80.0","0.0","20.0","20.0","16.666666666666668","0.0","2022-03-06"
"샤워가운","46","25","83.72093023255815","0.0","100.0","593","115","721","86.4","0.0","28.037383177570092","20.560747663551403","3.125","0.7874015748031497","2022-03-06"
"에이트룸","13","4","85.71428571428571","0.0","100.0","81","28","4635","79.3103448275862","0.0","45.833333333333336","37.5","27.586206896551722","3.4482758620689653","2022-03-06"
"벽걸이에어컨","48","22","91.83673469387755","0.0","100.0","267","72","1561","67.90123456790124","0.0","62.121212121212125","51.515151515151516","7.407407407407407","7.407407407407407","2022-03-06"
"올스텐에어프라이어","3","6","60.0","0.0","100.0","24","5","13120","83.33333333333333","0.0","0.0","0.0","16.666666666666668","0.0","2022-03-06"
"거실수납장","72","55","83.52941176470588","0.0","100.0","515","108","820","80.0","0.0","68.91891891891892","44.5945945945946","5.128205128205129","4.273504273504273","2022-03-06"
"방음재","14","12","86.66666666666667","0.0","100.0","219","58","1895","83.05084745762711","0.0","25.925925925925927","25.925925925925927","1.639344262295082","11.475409836065573","2022-03-06"
"주방매트","489","199","91.4004914004914","0.0","100.0","4103","712","83","86.55569782330346","0.0","44.395924308588064","27.656477438136825","4.187817258883249","7.506361323155216","2022-03-06"
"컵거치대","24","3","100.0","0.0","100.0","88","24","4298","70.37037037037037","0.0","87.5","41.666666666666664","3.7037037037037037","7.407407407407407","2022-03-06"
"노트북거치대","131","67","84.68468468468468","0.0","100.0","678","173","626","79.34782608695652","0.0","39.61038961038961","28.571428571428573","5.405405405405405","2.1621621621621623","2022-03-06"
"고양이","63","45","80.55555555555556","0.0","100.0","1495","221","281","83.6734693877551","0.0","64.05228758169935","41.830065359477125","1.9841269841269842","2.8","2022-03-06"
"메르시앤코","3","4","70.37037037037037","0.0","100.0","96","27","3963","93.54838709677419","0.0","15.0","15.0","3.225806451612903","0.0","2022-03-06"
"침대이불세트","3","7","50.0","0.0","100.0","27","7","11766","71.42857142857143","0.0","75.0","50.0","14.285714285714286","0.0","2022-03-06"
