"search_keyword","qc","cc","ctr","uqc","ucc","uctr"
"플랜트란스","850","632","134.49367088607596","194","170","114.11764705882354"
"책상 1700","16","14","114.28571428571429","3","2","150.0"
"오렌지 포스터","28","19","147.3684210526316","7","6","116.66666666666667"
"미끄럼방지패드","258","155","166.4516129032258","91","57","159.64912280701753"
"쿨토퍼","22","8","275.0","8","5","160.0"
"패드 고정","33","25","132.0","9","5","180.0"
"파티션선반","422","267","158.05243445692884","127","92","138.04347826086956"
"미니 석고상","23","15","153.33333333333334","6","5","120.0"
"75인치티비거실장","27","20","135.0","5","4","125.0"
"엑스트라킹","11","5","220.0","4","3","133.33333333333334"
"베란다화장실","29","14","207.14285714285714","11","7","157.14285714285714"
"간이의자","596","361","165.09695290858727","213","146","145.8904109589041"
"모노륨","29","23","126.08695652173913","10","9","111.11111111111111"
