"search_keyword","qc","card_cc","avg_object_idx","click_ranking","object_idx_list","object_id_list"
"빨래바구니","4927.0","525.0","3.42","{0=81, 1=97, 2=60, 3=35, 4=50, 5=60, 6=52, 7=57, 8=33}","[5, 1, 1, 3, 6, 1, 1, 0, 6, 7, 6, 5, 0, 2, 0, 8, 7, 4, 3, 3, 6, 0, 0, 1, 2, 3, 1, 7, 1, 6, 1, 1, 1, 8, 4, 3, 1, 4, 7, 0, 2, 2, 1, 7, 4, 1, 1, 4, 2, 4, 4, 0, 6, 6, 2, 4, 8, 0, 4, 3, 7, 4, 1, 2, 0, 1, 7, 2, 5, 0, 3, 0, 4, 1, 6, 5, 1, 0, 1, 8, 0, 8, 2, 8, 1, 5, 8, 5, 0, 5, 5, 6, 2, 2, 0, 0, 7, 2, 7, 0, 7, 3, 2, 6, 8, 8, 7, 0, 2, 1, 3, 7, 1, 4, 0, 1, 7, 0, 5, 7, 1, 8, 8, 8, 1, 2, 5, 2, 0, 6, 5, 0, 1, 5, 5, 0, 5, 5, 0, 0, 6, 3, 2, 0, 1, 7, 2, 2, 8, 1, 2, 2, 4, 6, 3, 6, 4, 7, 0, 4, 6, 1, 2, 7, 1, 3, 1, 6, 5, 8, 6, 1, 7, 1, 4, 1, 2, 4, 1, 4, 1, 6, 3, 0, 6, 0, 5, 1, 4, 2, 4, 1, 1, 5, 1, 7, 5, 4, 2, 8, 7, 7, 2, 7, 4, 5, 6, 0, 6, 1, 4, 1, 1, 7, 3, 7, 0, 3, 5, 3, 2, 1, 6, 8, 2, 2, 7, 8, 6, 6, 1, 7, 1, 1, 8, 6, 7, 4, 7, 1, 7, 2, 2, 3, 0, 7, 5, 0, 0, 2, 7, 5, 0, 1, 0, 2, 0, 4, 2, 3, 8, 0, 0, 1, 5, 4, 6, 5, 1, 7, 7, 7, 0, 5, 1, 6, 1, 2, 0, 3, 4, 8, 6, 2, 0, 7, 5, 1, 2, 8, 0, 2, 0, 0, 7, 1, 8, 7, 3, 1, 5, 5, 3, 4, 6, 5, 1, 0, 0, 6, 1, 0, 4, 5, 7, 1, 2, 2, 0, 4, 3, 5, 1, 6, 3, 3, 5, 2, 6, 4, 1, 2, 0, 1, 0, 7, 6, 6, 4, 8, 1, 4, 5, 1, 5, 6, 2, 5, 6, 7, 7, 1, 5, 3, 8, 2, 4, 2, 5, 5, 7, 0, 7, 6, 3, 1, 4, 0, 0, 2, 7, 6, 2, 1, 2, 0, 1, 1, 6, 5, 1, 0, 7, 7, 7, 6, 7, 7, 0, 5, 2, 0, 6, 0, 2, 0, 0, 4, 1, 1, 8, 4, 0, 2, 6, 0, 0, 5, 1, 5, 4, 4, 0, 1, 6, 3, 8, 5, 3, 0, 3, 1, 1, 8, 8, 4, 6, 5, 5, 1, 6, 7, 4, 3, 2, 5, 0, 0, 2, 6, 5, 1, 5, 4, 5, 1, 7, 5, 1, 8, 1, 6, 1, 0, 4, 0, 1, 4, 7, 5, 0, 0, 6, 5, 3, 6, 0, 4, 3, 5, 0, 7, 2, 7, 3, 3, 1, 5, 6, 8, 5, 1, 0, 1, 6, 1, 4, 4, 0, 7, 0, 5, 1, 6, 1, 2, 1, 4, 2, 0, 1, 1, 8, 1, 2, 3, 2, 4, 5, 8, 2, 0, 2, 1, 8, 1, 7, 5, 1, 7, 4, 0, 0, 1, 5]","[12099722, 10068679, 10068679, 9712481, 9974030, 10068679, 13863313, 10212296, 9949745, 9949745, 11861500, 9712481, 13508020, 10068679, 10212296, 8567571, 9949745, 11861500, 5695970, 9712481, 9949745, 5695970, 10212296, 10068679, 10068679, 9712481, 11942654, 9949745, 11942654, 11861500, 10068679, 11942654, 11942654, 12107646, 11861500, 9667623, 11942654, 12099722, 12107646, 5695970, 13508020, 13508020, 13863313, 9949745, 9667623, 11942654, 10068679, 11861500, 10068679, 11861500, 12099722, 11942654, 9949745, 11861500, 9667623, 11861500, 8567571, 10212296, 9712481, 5695970, 9949745, 9712481, 10068679, 13508020, 10212296, 11942654, 8567571, 11942654, 12099722, 10544323, 10068679, 11942654, 9712481, 11942654, 9974030, 11861500, 11942654, 5695970, 5235329, 11861500, 5695970, 12107646, 5695970, 9610233, 10068679, 11861500, 8567571, 11861500, 10544323, 11900439, 11900439, 8567571, 10068679, 5695970, 10544323, 10544323, 9974030, 11942654, 9974030, 10212296, 8567571, 9712481, 10068679, 8567571, 8567571, 11861500, 9949745, 10544323, 10068679, 11942654, 9667623, 9949745, 11942654, 9712481, 11942654, 5695970, 11861500, 10212296, 11861500, 11861500, 5765216, 12107646, 9610233, 9610233, 13863313, 10068679, 11861500, 10068679, 11942654, 11861500, 11861500, 5695970, 11942654, 11861500, 12099722, 5695970, 11861500, 12099722, 5695970, 5695970, 9949745, 9712481, 5695970, 11942654, 13863313, 12099722, 13508020, 10068679, 9610233, 11942654, 5695970, 9667623, 9712481, 9949745, 9712481, 8567571, 11861500, 9949745, 10212296, 11861500, 9949745, 11942654, 13508020, 12107646, 10068679, 9667623, 10068679, 12099722, 9712481, 12107646, 8567571, 9667623, 5695970, 11942654, 11900439, 11942654, 9667623, 11861500, 10068679, 11861500, 11942654, 11861500, 9712481, 11942654, 12099722, 10544323, 12099722, 11942654, 9712481, 10068679, 12099722, 10068679, 10068679, 9712481, 11942654, 8567571, 12099722, 9667623, 13508020, 11861500, 9949745, 8567571, 10068679, 11861500, 9712481, 8966051, 9949745, 5695970, 9974030, 11942654, 11861500, 11942654, 5765216, 8567571, 9712481, 9949745, 10212296, 10339911, 12099722, 5695970, 13508020, 11942654, 9949745, 8567571, 9667623, 13508020, 11861500, 9610233, 11861500, 11861500, 13863313, 9949745, 11942654, 11942654, 8567571, 12099722, 9949745, 12099722, 12107646, 5235329, 11861500, 5695970, 9667623, 12099722, 11942654, 9949745, 11900439, 5235329, 10212296, 10068679, 9949745, 11861500, 5695970, 13863313, 11942654, 5695970, 5695970, 11861500, 13508020, 5695970, 12107646, 10544323, 10544323, 13180366, 11861500, 9712481, 12099722, 11861500, 13863313, 5695970, 9974030, 9949745, 11942654, 11861500, 11942654, 9949745, 5765216, 5695970, 13508020, 9712481, 9712481, 9610233, 9949745, 10068679, 10544323, 11861500, 11900439, 11942654, 13180366, 11861500, 5695970, 13508020, 5695970, 11942654, 8567571, 9667623, 12107646, 12107646, 9712481, 11942654, 11861500, 12099722, 9712481, 12099722, 9949745, 9712481, 10068679, 5695970, 10544323, 12099722, 13863313, 11942654, 11861500, 11861500, 8567571, 13863313, 11942654, 13508020, 10212296, 11861500, 9712481, 9712481, 11942654, 12099722, 9667623, 9667623, 9712481, 10068679, 9949745, 11861500, 11942654, 9667623, 10212296, 5235329, 11942654, 11861500, 9949745, 9949745, 9667623, 8567571, 11942654, 11900439, 11861500, 5695970, 11900439, 12099722, 10068679, 11900439, 9949745, 9974030, 9949745, 13863313, 9712481, 5695970, 8567571, 9667623, 11861500, 13508020, 9974030, 11900439, 8567571, 11942654, 8567571, 9974030, 10068679, 11942654, 11861500, 5235329, 11942654, 10068679, 11861500, 12099722, 11942654, 5765216, 5695970, 10212296, 11942654, 13863313, 9949745, 11861500, 13863313, 11942654, 12099722, 11861500, 8107840, 9949745, 9949745, 11861500, 5695970, 12099722, 10068679, 10212296, 12099722, 10212296, 13180366, 11942654, 11942654, 9712481, 13863313, 11942654, 12107646, 9712481, 10544323, 10068679, 9974030, 10544323, 10544323, 11861500, 11942654, 11861500, 9712481, 9712481, 11942654, 11942654, 9949745, 9667623, 9974030, 12099722, 5695970, 5695970, 5695970, 13863313, 11942654, 12107646, 12107646, 9712481, 8567571, 12099722, 9712481, 10068679, 11861500, 9949745, 9712481, 9712481, 9667623, 12099722, 5695970, 10544323, 10339911, 9974030, 9974030, 10068679, 11900439, 9712481, 12099722, 5695970, 9949745, 11861500, 13863313, 10341583, 11942654, 8567571, 11942654, 10544323, 11861500, 10544323, 5695970, 11861500, 9949745, 11861500, 10544323, 11942654, 12099722, 12099722, 5695970, 11861500, 11942654, 9712481, 5695970, 11900439, 10212296, 8567571, 5695970, 11861500, 5695970, 9712481, 10068679, 11861500, 9949745, 11861500, 11861500, 11942654, 5695970, 11942654, 11861500, 10068679, 12099722, 12099722, 11942654, 9949745, 11942654, 12099722, 13863313, 8567571, 13863313, 11942654, 5765216, 11861500, 11942654, 10212296, 11942654, 5765216, 11861500, 5235329, 11942654, 5695970, 10068679, 11861500, 11900439, 10341583, 13508020, 10212296, 5695970, 11942654, 9610233, 11942654, 8107840, 12099722, 5695970, 9949745, 11900439, 10544323, 13508020, 5235329, 11900439]"
"홈바테이블","450.0","63.0","3.43","{0=16, 1=9, 2=6, 4=7, 5=5, 6=6, 7=6, 8=8}","[0, 8, 0, 0, 7, 1, 2, 4, 0, 0, 1, 7, 0, 2, 4, 2, 6, 0, 0, 0, 0, 1, 4, 6, 0, 2, 8, 1, 6, 1, 1, 7, 8, 8, 0, 7, 7, 1, 2, 6, 4, 5, 4, 5, 4, 7, 6, 1, 5, 8, 5, 8, 0, 5, 2, 0, 0, 0, 1, 6, 8, 4, 8]","[11015844, 15096228, 11015844, 11015844, 13933266, 11915476, 8506320, 6794558, 11015844, 11015844, 11915476, 13933266, 11015844, 8506320, 755387, 8506320, 82457, 11015844, 11015844, 11015844, 11015844, 11915476, 82457, 82457, 11015844, 11915476, 13933266, 11915476, 8111639, 11915476, 11915476, 82457, 15096228, 13933266, 8726550, 8111639, 13933266, 11915476, 8506320, 8111639, 755387, 82457, 755387, 82457, 82457, 8111639, 8111639, 11915476, 10887463, 8111639, 82457, 13933266, 11015844, 10887463, 11915476, 11015844, 11015844, 11015844, 11915476, 6794558, 13933266, 6794558, 13933266]"
"접이식식탁","867.0","48.0","2.81","{0=11, 1=5, 2=6, 3=8, 4=7, 5=4, 6=5, 8=2}","[3, 4, 1, 3, 2, 4, 3, 4, 3, 6, 0, 3, 8, 0, 8, 0, 2, 6, 1, 3, 6, 2, 5, 0, 4, 4, 1, 0, 4, 6, 1, 2, 0, 0, 0, 6, 5, 0, 0, 2, 5, 5, 1, 3, 3, 2, 4, 0]","[8693319, 9958097, 9291179, 8693319, 5525635, 9958097, 8693319, 9958097, 8693319, 10571585, 13349541, 8693319, 14788906, 13349541, 13307626, 13349541, 5525635, 10571585, 9291179, 8693319, 10571585, 5525635, 12147662, 13349541, 9958097, 9958097, 9291179, 13349541, 9958097, 10571585, 9291179, 5525635, 13349541, 13349541, 13349541, 10571585, 12147662, 13349541, 13349541, 5525635, 12147662, 12147662, 9291179, 8693319, 8693319, 5525635, 9958097, 13349541]"
"양키캔들 스몰자","17.0","1.0","8.0","{8=1}","[8]","[14947836]"
"파스타볼","350.0","22.0","3.32","{0=4, 1=1, 2=1, 3=3, 4=8, 5=3, 7=2}","[4, 4, 3, 0, 4, 4, 3, 7, 0, 5, 2, 0, 4, 0, 1, 4, 7, 5, 4, 4, 5, 3]","[12030247, 11995345, 14683151, 14507781, 14683151, 14683151, 14683151, 13842582, 13243804, 12030247, 11995345, 13243804, 12030247, 13243804, 14683151, 12030247, 13842582, 12030247, 11995345, 12030247, 14519075, 14065017]"
"세면대수전","71.0","17.0","2.29","{0=4, 1=4, 2=4, 4=2, 6=2, 7=1}","[6, 2, 2, 0, 1, 0, 1, 6, 1, 1, 0, 2, 7, 4, 2, 4, 0]","[11852024, 11769450, 9380448, 12844434, 13648004, 12844434, 13648004, 11852024, 13648004, 13648004, 12844434, 9380448, 9465794, 14562248, 11769450, 14562248, 12844434]"
"데코뷰커튼","104.0","7.0","2.0","{0=2, 1=1, 2=3, 7=1}","[0, 2, 2, 0, 7, 2, 1]","[9751446, 13686248, 13686248, 9751446, 201316, 13686248, 12144]"
"못없이 블라인드","41.0","11.0","2.82","{0=2, 1=3, 3=1, 4=1, 5=3, 6=1}","[6, 1, 5, 5, 5, 0, 1, 1, 0, 3, 4]","[5533129, 14631947, 12478755, 12478755, 12478755, 14850532, 14631947, 14631947, 14850532, 10430147, 9409597]"
"머리핀정리","10.0","7.0","5.14","{2=2, 5=1, 6=2, 7=1, 8=1}","[5, 6, 8, 2, 2, 6, 7]","[7920644, 5167858, 943759, 12431102, 12431102, 5167858, 7525847]"
"부케","18.0","1.0","8.0","{8=1}","[8]","[10335713]"
"3단 모듈","12.0","1.0","0.0","{0=1}","[0]","[11596260]"
"식탁4인용","18.0","4.0","3.0","{0=1, 2=1, 3=1, 7=1}","[3, 0, 2, 7]","[5591983, 12346306, 14568196, 12240958]"
"타일시공","36.0","6.0","5.17","{2=1, 4=1, 5=1, 6=2, 8=1}","[2, 5, 6, 8, 4, 6]","[10849914, 10958681, 12023343, 14320904, 11017792, 12023343]"
"조립식 책상","13.0","2.0","0.5","{0=1, 1=1}","[1, 0]","[14406095, 11705861]"
"아파트인테리어","29.0","5.0","4.0","{2=1, 3=2, 4=1, 8=1}","[3, 2, 8, 3, 4]","[12475436, 12475436, 15049355, 12475436, 13845565]"
"드롱기토스트기","15.0","4.0","4.0","{0=1, 3=1, 6=1, 7=1}","[0, 7, 3, 6]","[5294654, 18948, 8648780, 62102]"
"칫솔소독기","15.0","3.0","5.33","{5=2, 6=1}","[5, 6, 5]","[12087474, 12438024, 12438024]"
"1인 쇼파","200.0","21.0","1.95","{0=8, 1=5, 2=2, 4=3, 5=1, 7=1, 8=1}","[2, 0, 8, 4, 4, 0, 4, 7, 1, 0, 1, 2, 0, 0, 1, 0, 1, 5, 0, 0, 1]","[9054934, 9097186, 9134285, 9847387, 12667301, 9097186, 12667301, 11354062, 8945713, 9097186, 9054934, 9054934, 9097186, 9097186, 8945713, 12163588, 9054934, 11566951, 9097186, 9097186, 8945713]"
"보일러가리개","27.0","5.0","1.2","{0=2, 1=1, 2=1, 3=1}","[0, 2, 3, 0, 1]","[8985102, 6630245, 38380, 8985102, 6630244]"
"새틴베이지","19.0","1.0","6.0","{6=1}","[6]","[8575057]"
"엔트레디션","18.0","2.0","8.0","{8=2}","[8, 8]","[15376148, 15376148]"
"테라스꾸미기","123.0","89.0","3.01","{0=17, 1=14, 2=14, 3=10, 4=6, 5=9, 6=9, 7=7, 8=3}","[8, 0, 5, 4, 1, 1, 0, 6, 0, 3, 2, 7, 7, 6, 4, 2, 3, 5, 1, 2, 3, 4, 6, 4, 0, 0, 2, 0, 4, 6, 7, 3, 1, 0, 7, 1, 0, 2, 6, 3, 2, 8, 3, 5, 2, 7, 1, 2, 5, 3, 2, 2, 5, 1, 1, 0, 5, 4, 1, 2, 0, 8, 0, 6, 0, 2, 5, 3, 1, 2, 3, 6, 7, 2, 0, 6, 5, 1, 0, 1, 7, 6, 0, 0, 3, 1, 5, 0, 1]","[10716232, 13018523, 15275060, 15185570, 8566130, 8566130, 15019879, 15019879, 13018523, 11298966, 15019879, 4354561, 1529685, 15019879, 11298966, 15019879, 11298966, 15275060, 15019877, 15019879, 11298966, 12092287, 10716224, 11298966, 8566130, 8566130, 15019879, 15019879, 15185570, 15019879, 15019878, 11298966, 8566130, 8566130, 15019878, 15019877, 8566130, 13379102, 8566130, 12092287, 13379102, 13018523, 11298966, 14370678, 15019879, 3258506, 15019877, 15019879, 15275060, 11298966, 15019879, 15019879, 15275060, 15019877, 8566130, 8566130, 15275060, 11298966, 15019877, 15019879, 8566130, 4657383, 8566130, 14370678, 8566130, 15019879, 10716224, 11298966, 14370687, 15019879, 11298966, 15019879, 12177014, 14370682, 8566130, 15019879, 11298966, 8566130, 8566130, 8566130, 10716232, 4657383, 8566130, 8566130, 15019879, 8566130, 15275060, 8566130, 15019877]"
"일룸로이","30.0","16.0","3.06","{0=3, 1=3, 2=2, 3=1, 4=2, 5=2, 6=1, 7=1, 8=1}","[5, 4, 4, 6, 3, 1, 8, 1, 2, 0, 0, 1, 7, 5, 2, 0]","[7842888, 8228446, 8228446, 4138128, 11990819, 9949826, 1394161, 9949826, 6660167, 10656475, 10656475, 9949826, 4682018, 7842888, 6660167, 10656475]"
"이젤티비","17.0","7.0","4.0","{2=1, 3=2, 5=4}","[5, 5, 2, 5, 3, 3, 5]","[11921710, 11921710, 14076389, 11921710, 10452884, 10452884, 11921710]"
"에그체어","32.0","6.0","4.67","{0=1, 3=2, 6=1, 8=2}","[6, 3, 8, 8, 3, 0]","[10581298, 11747, 12935471, 7681254, 11747, 11205090]"
"요시고","36.0","6.0","2.17","{0=1, 1=1, 2=2, 4=2}","[1, 2, 4, 4, 2, 0]","[11072169, 14409251, 12713767, 13934725, 14409251, 12576452]"
"모던하우스","725.0","5.0","3.6","{0=1, 2=1, 3=1, 5=1, 8=1}","[2, 8, 0, 5, 3]","[13844106, 13771563, 6292261, 25925, 14391802]"
"미니쇼파","242.0","15.0","3.93","{0=3, 1=1, 2=1, 3=2, 5=2, 6=2, 7=4}","[7, 6, 0, 1, 6, 0, 7, 5, 3, 0, 3, 7, 5, 2, 7]","[12131279, 12131279, 12673619, 13267490, 12131279, 12673619, 12131279, 3409051, 7268934, 12673619, 7268934, 12131279, 3409051, 11128466, 12874363]"
"오래된집","17.0","2.0","2.0","{0=1, 4=1}","[0, 4]","[12937259, 6533554]"
"후라이팬뚜껑","17.0","4.0","2.75","{1=3, 8=1}","[1, 1, 8, 1]","[4118274, 4118274, 12118897, 4118274]"
"피에스타","56.0","11.0","3.27","{0=3, 1=1, 4=2, 5=4, 7=1}","[5, 0, 1, 4, 5, 5, 5, 7, 4, 0, 0]","[10983847, 11707543, 11707543, 9114007, 10983847, 10983847, 10983847, 9114008, 9114007, 2714445, 11707543]"
"스튜디오","101.0","4.0","3.0","{1=1, 2=2, 7=1}","[2, 2, 1, 7]","[15072880, 15072880, 13885091, 15045118]"
"곰돌이트레이","21.0","1.0","8.0","{8=1}","[8]","[14781903]"
"투명 선반","15.0","6.0","2.17","{0=1, 1=1, 2=2, 3=1, 5=1}","[5, 0, 2, 2, 1, 3]","[12636122, 14232873, 9402821, 9402821, 8644248, 9841717]"
"욕실등","64.0","12.0","2.92","{0=2, 1=2, 3=1, 4=5, 5=2}","[5, 3, 4, 1, 4, 5, 4, 0, 0, 1, 4, 4]","[7849022, 8571092, 9609071, 11707438, 9609071, 7849022, 9609071, 8189504, 8189504, 11707438, 9609071, 9609071]"
"책상파티션","32.0","4.0","1.0","{0=2, 1=1, 3=1}","[3, 0, 0, 1]","[10255665, 11527004, 11527004, 9532622]"
"핑크소파","18.0","10.0","2.6","{0=3, 1=2, 4=1, 5=4}","[5, 4, 1, 5, 5, 0, 1, 5, 0, 0]","[8538087, 12573085, 11916129, 8538087, 8538087, 14408635, 11916129, 8538087, 14408635, 14408635]"
"영수증","24.0","1.0","2.0","{2=1}","[2]","[13132140]"
"가랜더","13.0","1.0","6.0","{6=1}","[6]","[10101171]"
"거실 등","21.0","5.0","2.4","{1=2, 2=1, 4=2}","[1, 1, 4, 2, 4]","[12701004, 12701004, 12531833, 9793330, 12531833]"
"다기세트","60.0","12.0","3.75","{2=4, 3=4, 5=1, 6=1, 7=2}","[2, 2, 3, 7, 5, 3, 7, 3, 2, 6, 3, 2]","[14202610, 14202610, 14199810, 13021602, 14307265, 14199810, 14307265, 14199810, 14202610, 13021602, 14199810, 14202610]"
"전등","463.0","18.0","2.72","{0=4, 1=3, 2=3, 4=3, 5=3, 6=1, 7=1}","[5, 1, 4, 6, 0, 1, 7, 4, 2, 2, 5, 1, 5, 2, 0, 4, 0, 0]","[13094371, 10718785, 15211855, 14263494, 8901734, 10718785, 13734527, 15211855, 14958663, 14958663, 15211855, 10718785, 9681326, 14958663, 8901734, 15211855, 13734527, 8901734]"
"무소음마우스","24.0","2.0","3.0","{2=1, 4=1}","[2, 4]","[11731702, 7209865]"
"모니터암","332.0","67.0","2.67","{0=20, 1=9, 2=8, 3=5, 4=9, 5=4, 6=4, 7=5, 8=3}","[7, 5, 0, 0, 0, 2, 5, 4, 5, 3, 0, 7, 7, 0, 0, 0, 0, 8, 6, 4, 3, 2, 3, 5, 0, 2, 1, 4, 3, 8, 4, 1, 6, 0, 0, 1, 7, 2, 0, 8, 0, 4, 1, 1, 0, 0, 2, 1, 0, 0, 2, 7, 2, 6, 4, 4, 4, 1, 0, 1, 0, 4, 1, 6, 2, 3, 0]","[13110001, 8705537, 7878202, 7878202, 7878202, 8987216, 8705537, 12163103, 13864757, 12163103, 12348221, 11797310, 13110001, 7878202, 14305675, 7878202, 7878202, 13110001, 13864757, 12163103, 12163103, 12381031, 12163103, 13864757, 7878202, 8987216, 11596362, 12163103, 12163103, 12276506, 12163103, 7878202, 13864757, 7878202, 7878202, 14305675, 11797310, 10591219, 7878202, 13110001, 7878202, 12163103, 14305675, 10591219, 7878202, 12348221, 12381031, 14305675, 7878202, 7878202, 10591219, 13864757, 8987216, 13110001, 12163103, 12163103, 12163103, 7878202, 7878202, 14305675, 7878202, 12163103, 14305675, 13864757, 12381031, 8705537, 7878202]"
"원형선반","25.0","8.0","3.5","{2=2, 3=2, 4=2, 5=2}","[5, 3, 5, 2, 3, 4, 4, 2]","[10039295, 8979273, 10039295, 8979060, 8979273, 12021920, 12021920, 8979060]"
"일리컵","11.0","3.0","2.33","{0=2, 7=1}","[0, 0, 7]","[12118919, 12118919, 12157243]"
"귤나무","22.0","4.0","1.5","{1=3, 3=1}","[1, 1, 3, 1]","[12929754, 12929754, 5855130, 12929754]"
"망우주민","22.0","18.0","0.39","{0=13, 1=4, 3=1}","[0, 3, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[8863204, 8863207, 8863204, 8863204, 8863206, 8863204, 8863207, 8863204, 8863204, 8863205, 8863206, 8863204, 8863204, 8863204, 8863204, 8863204, 8863204, 8863204]"
"인덕션 가드","16.0","4.0","2.5","{1=2, 3=1, 5=1}","[1, 5, 3, 1]","[3421439, 15101385, 11414429, 3421439]"
"철제 서랍","29.0","1.0","0.0","{0=1}","[0]","[12776872]"
"실리콘물막이","14.0","1.0","6.0","{6=1}","[6]","[11925994]"
"포장지","17.0","1.0","0.0","{0=1}","[0]","[13165527]"
"키즈텐트","12.0","3.0","2.33","{0=1, 3=1, 4=1}","[4, 3, 0]","[12166473, 9441312, 13478203]"
"공간분리파티션","14.0","1.0","5.0","{5=1}","[5]","[15198105]"
"콘센트커버","135.0","13.0","3.15","{0=2, 1=3, 2=1, 3=2, 4=1, 5=1, 6=1, 7=1, 8=1}","[5, 1, 4, 3, 0, 1, 8, 1, 7, 3, 0, 6, 2]","[9859192, 11937278, 9196627, 8744886, 12120104, 11937278, 4874168, 11937278, 4874168, 8744886, 12120104, 7928876, 13874374]"
"거실장판","22.0","2.0","4.5","{3=1, 6=1}","[3, 6]","[11037923, 4552411]"
"트롤리선반","30.0","2.0","5.5","{3=1, 8=1}","[8, 3]","[11782041, 13072438]"
"드레스룸커튼","31.0","2.0","5.0","{4=1, 6=1}","[4, 6]","[12096893, 9280199]"
"구름슬리퍼","40.0","3.0","2.0","{0=1, 3=2}","[3, 0, 3]","[13946016, 14272893, 13946016]"
"가구손잡이","103.0","19.0","3.53","{0=3, 1=3, 2=2, 4=2, 5=3, 6=5, 7=1}","[1, 2, 6, 6, 0, 6, 2, 5, 0, 5, 0, 6, 7, 1, 4, 5, 6, 1, 4]","[11777702, 6379224, 11428743, 11428743, 6379225, 11428743, 11777702, 10515027, 6379225, 11428743, 6379225, 11428743, 12157671, 11777702, 11428743, 10515027, 11428743, 11777702, 10515027]"
"안방베란다","99.0","38.0","3.37","{0=6, 1=4, 2=10, 3=2, 4=2, 5=4, 6=3, 7=4, 8=3}","[3, 6, 5, 1, 0, 1, 2, 0, 1, 6, 2, 7, 2, 2, 1, 7, 2, 7, 0, 8, 7, 0, 4, 6, 5, 2, 3, 0, 2, 2, 0, 5, 5, 2, 8, 2, 4, 8]","[5695972, 13487848, 4862835, 11282028, 8648451, 9280216, 11282028, 8648451, 11282028, 4862835, 11282028, 8574271, 11282028, 11282028, 9280216, 8574271, 11282028, 8574271, 8648451, 13487848, 8574271, 8648451, 12301173, 13487848, 12301173, 11282028, 5695972, 8648451, 11282028, 11282028, 8648451, 8574271, 4862835, 11282028, 9626651, 11282028, 12301173, 4738931]"
"등산화","11.0","1.0","1.0","{1=1}","[1]","[7549127]"
"거실","1083.0","216.0","2.8","{0=79, 1=19, 2=22, 3=13, 4=18, 5=12, 6=19, 7=16, 8=18}","[3, 0, 0, 0, 2, 2, 5, 5, 0, 0, 0, 1, 8, 8, 6, 2, 3, 0, 1, 0, 1, 0, 8, 4, 1, 0, 2, 2, 0, 3, 3, 1, 0, 6, 5, 3, 3, 0, 0, 0, 5, 6, 0, 1, 8, 0, 2, 0, 6, 3, 7, 0, 3, 8, 5, 4, 6, 0, 4, 5, 7, 4, 0, 2, 2, 1, 0, 7, 7, 0, 1, 0, 2, 6, 0, 6, 0, 3, 2, 5, 2, 8, 5, 2, 0, 0, 0, 4, 0, 8, 7, 4, 0, 4, 8, 7, 0, 8, 0, 1, 2, 4, 0, 2, 1, 4, 0, 4, 2, 0, 0, 7, 0, 0, 2, 0, 4, 0, 5, 6, 0, 0, 6, 8, 8, 0, 0, 7, 0, 7, 0, 0, 0, 2, 0, 6, 0, 8, 2, 1, 7, 0, 0, 0, 6, 8, 5, 0, 4, 6, 1, 7, 0, 0, 0, 1, 0, 3, 2, 6, 0, 0, 0, 6, 6, 2, 4, 0, 1, 6, 8, 2, 0, 4, 5, 3, 7, 0, 1, 1, 0, 6, 6, 0, 1, 5, 4, 0, 2, 1, 0, 8, 1, 4, 0, 0, 0, 0, 0, 8, 0, 8, 7, 4, 7, 6, 3, 4, 7, 3, 8, 0, 0, 0, 7, 0]","[14227284, 15392711, 13458300, 13458300, 14227284, 14940365, 14622319, 11758981, 13458300, 14622319, 13458300, 13458300, 13262922, 14710759, 11355951, 14940365, 14227284, 13458300, 13458300, 13458300, 14940365, 13458300, 14710759, 14227284, 13458300, 13458300, 14940365, 14227284, 13458300, 14910234, 14910234, 13458300, 14622319, 11355951, 14622319, 14227284, 15392711, 15392711, 15392711, 13458300, 15174698, 14622319, 15392711, 13458300, 13262922, 15392711, 14227284, 9610468, 11355951, 14910234, 15174698, 13458300, 15392711, 14710759, 15174698, 14622319, 14622319, 13458300, 14622319, 14622319, 15174698, 14622319, 9610468, 14940365, 14227284, 14940365, 13458300, 14710759, 14710759, 9610468, 13458300, 15392711, 14227284, 11355951, 15392711, 15174698, 9610468, 14227284, 14940365, 15174698, 14227284, 14710759, 15392710, 14227284, 9610468, 9610468, 13458300, 11758981, 9610468, 14710759, 15174698, 14227284, 13458300, 11758981, 11697856, 11355951, 9610468, 12155788, 13458300, 13458300, 14940365, 11758981, 15392711, 14227284, 13458300, 14910234, 13458300, 11758981, 14227284, 15392711, 15392711, 14710759, 9610468, 13458300, 14910234, 13458300, 14227284, 15392711, 15174698, 15174698, 13458300, 13458300, 15174698, 12155788, 11355951, 9610468, 9610468, 14710759, 13458300, 11355951, 9610468, 9610468, 15392711, 14940365, 13458300, 11355951, 15392711, 14710759, 14940365, 13458300, 15174698, 15392711, 15392711, 13458300, 14622319, 11355951, 14622319, 14622319, 11758981, 11355951, 14940365, 15174698, 13458300, 9610468, 9610468, 14940365, 13458300, 14910234, 14940365, 11355951, 13458300, 13458300, 14622319, 11355951, 11355951, 14940365, 11758981, 14622319, 14940365, 11355951, 14710759, 14227284, 14622319, 14622319, 11758981, 14227284, 15174698, 9610468, 14940365, 14940365, 13458300, 15174698, 15174698, 15392711, 13458300, 15392710, 11758981, 9610468, 14227284, 13458300, 9610468, 12155788, 13458300, 14910234, 13458300, 9610468, 9610468, 13458300, 13458300, 12719820, 13458300, 14710759, 11355951, 11758981, 15174698, 15174698, 14910234, 14227284, 15174698, 14910234, 14710759, 15392711, 13458300, 9610468, 15174698, 15392711]"
