"search_keyword","qc","cc","ctr"
"간절기이불","15","5","33.333333333333336"
"모노톤","13","8","61.53846153846154"
"우드톤","40","23","57.5"
"5평 오피스텔","24","17","70.83333333333333"
"욕실등","19","14","73.6842105263158"
"냄비받침","74","21","28.37837837837838"
"술장식장","15","7","46.666666666666664"
"침구류","15","4","26.666666666666668"
"시계","1109","590","53.20108205590622"
"3d 인테리어","10","3","30.0"
"남자원룸","21","16","76.19047619047619"
"빨래 건조대","18","6","33.333333333333336"
"바실리체어","14","6","42.857142857142854"
"청소","11","2","18.181818181818183"
"사다리","65","25","38.46153846153846"
"거실 선반","15","9","60.0"
"게이밍룸","31","21","67.74193548387096"
"와인셀러","57","34","59.64912280701754"
"하트거울","19","9","47.36842105263158"
"야외가구","11","8","72.72727272727273"
"문걸이행거","11","5","45.45454545454545"
"슈퍼싱글 침대","11","3","27.272727272727273"
"샐러드볼","30","10","33.333333333333336"
"Oth","10","5","50.0"
"원목스툴","38","21","55.26315789473684"
"책상선반","72","27","37.5"
"이동식행거","38","15","39.473684210526315"
"벽걸이 조명","12","1","8.333333333333334"
"조리도구걸이","42","27","64.28571428571429"
"바닥매트","86","30","34.883720930232556"
"사이잘룩러그","24","13","54.166666666666664"
"포토메리온그릇","34","6","17.647058823529413"
"유리화병","27","14","51.851851851851855"
"피규어장식장","33","18","54.54545454545455"
"거실수납장","103","80","77.66990291262135"
"가벽설치","21","15","71.42857142857143"
"현관센서등","34","24","70.58823529411765"
"주방아트보드","16","11","68.75"
"베란다테이블","61","44","72.1311475409836"
"합판벽","18","5","27.77777777777778"
"잔디매트","15","8","53.333333333333336"
"월플렉스","34","27","79.41176470588235"
"학생방","271","214","78.96678966789668"
"워셔블 러그","16","6","37.5"
"실내자전거","27","20","74.07407407407408"
"호텔 침대","12","10","83.33333333333333"
"20l쓰레기통","12","9","75.0"
"단독주택","25","17","68.0"
"꽃쿠션","16","6","37.5"
"롤스크린","53","26","49.056603773584904"
"신발장","515","206","40.0"
"거울 러그","10","5","50.0"
"원목식탁의자","11","7","63.63636363636363"
"안뚫어고리","33","9","27.272727272727273"
"21평 인테리어","17","13","76.47058823529412"
"욕실의자","18","11","61.111111111111114"
"서재형 거실","14","13","92.85714285714286"
"혼술","11","9","81.81818181818181"
"유리장","23","13","56.52173913043478"
"결혼선물","10","5","50.0"
"틈새서랍장","30","16","53.333333333333336"
"온실","23","12","52.17391304347826"
"과일바구니","19","13","68.42105263157895"
"빗자루세트","10","3","30.0"
"가림막파티션","41","16","39.02439024390244"
"이동식선반","28","8","28.571428571428573"
"전세집인테리어","41","33","80.48780487804878"
"스마트tv","10","1","10.0"
"싱크대정리","56","36","64.28571428571429"
"무헤드","12","8","66.66666666666667"
"모래놀이터","11","10","90.9090909090909"
"욕실러그","10","6","60.0"
"원형의자","15","4","26.666666666666668"
"우드 중문","16","14","87.5"
"키큰장","35","19","54.285714285714285"
"25평복도식아파트","11","5","45.45454545454545"
"셋톱박스","17","11","64.70588235294117"
"침대커튼","30","20","66.66666666666667"
"커텐설치","11","6","54.54545454545455"
"오피스텔 원룸","11","10","90.9090909090909"
"소파덮개","30","10","33.333333333333336"
"일룸침대","19","14","73.6842105263158"
"향수정리함","10","8","80.0"
"졸리컷","28","17","60.714285714285715"
"서재꾸미기","11","7","63.63636363636363"
"볼드체어","11","8","72.72727272727273"
"천막","23","6","26.08695652173913"
"홈바의자","78","39","50.0"
"네일","19","14","73.6842105263158"
"원목테이블","128","69","53.90625"
"두꺼비집가리개","92","47","51.08695652173913"
"접이식테이블","402","111","27.611940298507463"
"복층커튼","15","10","66.66666666666667"
"어닝","29","24","82.75862068965517"
"미니 소파","11","3","27.272727272727273"
"베란다캠핑장","11","7","63.63636363636363"
"우주","17","9","52.94117647058823"
"벽난로인테리어","10","8","80.0"
"화분인테리어","12","9","75.0"
"시스템선반","78","58","74.35897435897436"
"부엌조명","15","11","73.33333333333333"
"캄포","43","39","90.69767441860465"
"쇼파배치","10","9","90.0"
"신혼","29","12","41.37931034482759"
"엘지공기청정기","11","5","45.45454545454545"
"설거지통","48","20","41.666666666666664"
"쓰임","15","1","6.666666666666667"
"2인용식탁","46","28","60.869565217391305"
"아크릴의자","18","6","33.333333333333336"
"장농수납","17","8","47.05882352941177"
"웨인스코팅인테리어","10","6","60.0"
"좁은세탁실","16","13","81.25"
"독서등","44","20","45.45454545454545"
"구축아파트","44","32","72.72727272727273"
"현관파티션","29","23","79.3103448275862"
"초등아이방","25","17","68.0"
"발코니테이블","10","6","60.0"
"얼음틀","17","4","23.529411764705884"
"화장실문","31","24","77.41935483870968"
"그림","280","137","48.92857142857143"
"23평","16","13","81.25"
"덮개천","13","5","38.46153846153846"
"드롱기","50","25","50.0"
"전기주전자","44","30","68.18181818181819"
"고사리","10","5","50.0"
"쿠폰","16","1","6.25"
"휴양지","26","23","88.46153846153847"
"인테리어소품","200","90","45.0"
"주방조명","121","70","57.85123966942149"
"오마르","22","16","72.72727272727273"
"벽지스티커","15","5","33.333333333333336"
"버터","33","12","36.36363636363637"
"프렌치모던","13","6","46.15384615384615"
"걸레받이","35","21","60.0"
"까사미아캄포","34","23","67.6470588235294"
"벽난로선반","15","9","60.0"
"불판","15","0","0.0"
"알레르망이불","12","6","50.0"
"리퍼브","16","3","18.75"
"더프레임tv","14","12","85.71428571428571"
"부착식식기건조대","11","8","72.72727272727273"
"형제방","51","43","84.31372549019608"
"책가방정리","13","8","61.53846153846154"
"자개모빌","27","20","74.07407407407408"
"접이식 침대","11","6","54.54545454545455"
"홈피씨방","16","14","87.5"
"전신거울수납","28","9","32.142857142857146"
"라탄빨래바구니","12","7","58.333333333333336"
"책상 조명","11","5","45.45454545454545"
"접시세트","27","9","33.333333333333336"
"투톤벽지","14","14","100.0"
"워시타워","46","28","60.869565217391305"
"마우스","27","10","37.03703703703704"
"환풍기","22","13","59.09090909090909"
"ㄱ자 책상","15","8","53.333333333333336"
"포크","68","14","20.58823529411765"
"마이너스걸레받이","12","6","50.0"
"아기방 커튼","11","8","72.72727272727273"
"양념통세트","44","25","56.81818181818182"
"홈바 테이블","14","4","28.571428571428573"
"냉장고가벽","10","9","90.0"
"철제 선반","16","5","31.25"
"이동식책장","12","7","58.333333333333336"
"벽행거","43","24","55.81395348837209"
"좁은 방","12","9","75.0"
"문손잡이","53","36","67.9245283018868"
"식탁위수납","10","8","80.0"
"액자테이블","69","25","36.231884057971016"
"라지킹침대","10","6","60.0"
"나비장","15","6","40.0"
"고등학생책상","15","8","53.333333333333336"
"주방 인테리어","16","9","56.25"
"땡스소윤","13","5","38.46153846153846"
"아이","10","3","30.0"
"요가","23","16","69.56521739130434"
"분리형 원룸","37","24","64.86486486486487"
"단독주택리모델링","11","9","81.81818181818181"
"침대","2059","894","43.4191355026712"
"운동방","75","68","90.66666666666667"
"쿠션커버","195","98","50.256410256410255"
"브리타정수기","13","3","23.076923076923077"
"높은티비다이","12","6","50.0"
"데스크탑","37","20","54.054054054054056"
"tv선반","48","20","41.666666666666664"
"아이방 러그","17","15","88.23529411764706"
"작은방 인테리어","11","7","63.63636363636363"
"걸이형쓰레기통","12","7","58.333333333333336"
"이동식욕조","33","22","66.66666666666667"
"석고방향제","19","9","47.36842105263158"
"팍스","13","13","100.0"
"원목 침대","12","6","50.0"
"마루","31","22","70.96774193548387"
"인더스트리얼","25","11","44.0"
"샤워커튼","176","95","53.97727272727273"
"물걸레청소기","24","6","25.0"
"싱크대","306","219","71.56862745098039"
"쇼파 커버","14","8","57.142857142857146"
"소파협탁","19","13","68.42105263157895"
"약수납","12","9","75.0"
"유주나무","10","7","70.0"
"버지니아까사","15","4","26.666666666666668"
"전선 정리","14","8","57.142857142857146"
"34평아파트거실","30","9","30.0"
"차박","32","21","65.625"
"협탁침대","22","11","50.0"
"공간활용","16","6","37.5"
"커피테이블","70","40","57.142857142857146"
"체리몰딩","136","111","81.61764705882354"
"펜꽂이","15","11","73.33333333333333"
"국자","23","13","56.52173913043478"
"안방욕실","17","15","88.23529411764706"
"샴푸","13","5","38.46153846153846"
"현관중문","57","39","68.42105263157895"
"우드책상","19","15","78.94736842105263"
"긴방","11","3","27.272727272727273"
"노르드키사","18","16","88.88888888888889"
"헤드쿠션","28","11","39.285714285714285"
"피부샵","21","14","66.66666666666667"
"사진꾸미기","16","13","81.25"
"탁상거울","120","56","46.666666666666664"
"리빙팁빌리지","30","23","76.66666666666667"
"유리가벽","49","34","69.38775510204081"
"메모리폼베개","10","5","50.0"
"붙이는 커튼","24","3","12.5"
"벽면인테리어","10","9","90.0"
"물컵","20","8","40.0"
"이지더원","12","8","66.66666666666667"
"두부이불","14","5","35.714285714285715"
"이케아 트롤리","23","13","56.52173913043478"
"브러쉬","12","2","16.666666666666668"
"침대 러그","26","14","53.84615384615385"
"돌침대","35","23","65.71428571428571"
"돈들어오는액자","13","8","61.53846153846154"
"이케아 서랍장","38","19","50.0"
"일렉트로룩스","11","2","18.181818181818183"
"블랜더","10","3","30.0"
"가스렌지가드","10","3","30.0"
"쉬폰","17","4","23.529411764705884"
"주방수전","46","34","73.91304347826087"
"원룸 화장대","14","8","57.142857142857146"
"야채다지기","14","6","42.857142857142854"
"20평대","19","9","47.36842105263158"
"만달라키","13","8","61.53846153846154"
"주방수납","138","78","56.52173913043478"
"찜기","42","17","40.476190476190474"
"하수구트랩","14","1","7.142857142857143"
"주방수납장1000","11","8","72.72727272727273"
"거실겸침실","16","11","68.75"
"빌트인세탁기","10","8","80.0"
"스타벅스테이블","10","8","80.0"
"슈케이스","16","11","68.75"
"붙이는블라인드","10","4","40.0"
"수납형침대프레임","19","8","42.10526315789474"
"티비다이1800","11","7","63.63636363636363"
"접이식 테이블","87","26","29.885057471264368"
"찻잔세트","13","4","30.76923076923077"
"주방타일시트지","22","15","68.18181818181819"
"ㄱ자책상","29","20","68.96551724137932"
"선풍기","165","62","37.57575757575758"
"입본장","13","6","46.15384615384615"
"옷보관함","10","5","50.0"
"간이책상","16","5","31.25"
"창문선반","10","3","30.0"
"금성침대","10","0","0.0"
"벽장식","90","53","58.888888888888886"
"방등","27","12","44.44444444444444"
"주방용품","42","23","54.76190476190476"
"수건보관함","10","11","110.0"
"콘센트 정리","15","10","66.66666666666667"
"블라인더","11","0","0.0"
"원형식탁1000","15","10","66.66666666666667"
"선반수납장","100","35","35.0"
"하일리힐즈","44","34","77.27272727272727"
"구축","53","34","64.15094339622641"
"화분선반","316","160","50.63291139240506"
"원형러그","286","157","54.89510489510489"
"화장실 리모델링","10","6","60.0"
"손님방","46","36","78.26086956521739"
"원룸 주방","23","14","60.869565217391305"
"흡착걸이","12","8","66.66666666666667"
"난로","30","12","40.0"
"빔스크린","12","8","66.66666666666667"
"몰딩","58","29","50.0"
"본체받침대","11","7","63.63636363636363"
"계량컵","19","3","15.789473684210526"
"남편방","17","15","88.23529411764706"
"틈새 수납장","17","2","11.764705882352942"
"라면그릇","17","5","29.41176470588235"
"냉장고꾸미기","12","9","75.0"
"침대사이드테이블","13","11","84.61538461538461"
"휴대폰케이스","11","1","9.090909090909092"
"폴딩박스","59","22","37.28813559322034"
"부부침대","14","12","85.71428571428571"
"상가주택","19","16","84.21052631578948"
"체리몰딩 인테리어","29","19","65.51724137931035"
"원룸현관","21","17","80.95238095238095"
"타원형식탁","32","25","78.125"
"교자상","31","16","51.61290322580645"
"책상정리함","26","13","50.0"
"리퍼쇼파","18","4","22.22222222222222"
"취미방","82","59","71.95121951219512"
"후라이팬정리대","77","39","50.64935064935065"
"고기그릴","11","4","36.36363636363637"
"실링팬","163","124","76.07361963190183"
"라탄거울","18","10","55.55555555555556"
"케노피","10","5","50.0"
"발코니매트","15","12","80.0"
"마카페르","10","9","90.0"
"토스트기","97","39","40.20618556701031"
"디지털시계","32","15","46.875"
"천일카페트","12","7","58.333333333333336"
"신생아","45","33","73.33333333333333"
"온수매트","27","13","48.148148148148145"
"비스포크청소기","12","4","33.333333333333336"
"한국도자기","19","5","26.31578947368421"
"튤립","30","14","46.666666666666664"
"소파담요","12","8","66.66666666666667"
"꽃병","278","120","43.16546762589928"
"소년과나무","17","10","58.8235294117647"
"삼분의일","14","1","7.142857142857143"
"칵테일바","11","8","72.72727272727273"
"수납상자","18","6","33.333333333333336"
"로봇청소기","73","20","27.397260273972602"
"전시장","20","9","45.0"
"네이처리빙","10","0","0.0"
"침대 패드","14","4","28.571428571428573"
"간접등","26","10","38.46153846153846"
"투룸인테리어","42","30","71.42857142857143"
"테라조욕실","13","11","84.61538461538461"
"티비수납장","10","8","80.0"
"키즈룸","11","9","81.81818181818181"
"게스트룸","79","60","75.9493670886076"
"카펫타일","36","23","63.888888888888886"
"영화","20","9","45.0"
"푸쉬도어","11","9","81.81818181818181"
"마네킹","14","9","64.28571428571429"
"오덴세레고트","21","17","80.95238095238095"
"노란쇼파","10","3","30.0"
"거실스텐드조명","11","5","45.45454545454545"
"확장형테이블","25","14","56.0"
"티슈케이스","153","75","49.01960784313726"
"욕실바닥","14","7","50.0"
"액자포스터","40","18","45.0"
"유아책상","45","27","60.0"
"빈백소파","36","20","55.55555555555556"
"현관세면대","11","8","72.72727272727273"
"어린이방","22","20","90.9090909090909"
"사이드테이블","561","237","42.24598930481283"
"가방보관함","20","10","50.0"
"지누스프레임","13","5","38.46153846153846"
"욕조파티션","21","17","80.95238095238095"
"24평","40","33","82.5"
"리모컨","13","9","69.23076923076923"
"화장실 거울","21","14","66.66666666666667"
"원형거울","34","23","67.6470588235294"
"스피커","296","122","41.21621621621622"
"벽책장","10","6","60.0"
"식탁6인용","14","11","78.57142857142857"
"학생방꾸미기","38","34","89.47368421052632"
"체리몰딩인테리어","23","23","100.0"
"led벽시계","25","13","52.0"
"헤드보드","48","35","72.91666666666667"
"비비홈","10","5","50.0"
"탕비실","32","27","84.375"
"안방서재","12","11","91.66666666666667"
"가방수납","123","69","56.09756097560975"
"리빙 다이닝","10","6","60.0"
"독스타","10","10","100.0"
"침실액자","18","10","55.55555555555556"
"프레임","121","22","18.181818181818183"
"창문거울","13","8","61.53846153846154"
"협탁조명","24","16","66.66666666666667"
"제네바스피커","45","37","82.22222222222223"
"싱글매트리스","22","5","22.727272727272727"
"베란다 홈카페","15","11","73.33333333333333"
"몬스테라","88","39","44.31818181818182"
"등받이","17","7","41.1764705882353"
"장바구니","30","12","40.0"
"비스포크 원도어","13","6","46.15384615384615"
"베게 커버","10","5","50.0"
"모던센츄리","12","6","50.0"
"수납 노하우","13","3","23.076923076923077"
"오늘의딜","10","0","0.0"
"좌탁","11","7","63.63636363636363"
"가림천","37","18","48.648648648648646"
"12평","12","7","58.333333333333336"
"화이트인테리어","73","49","67.12328767123287"
"향수트레이","33","27","81.81818181818181"
"7평 오피스텔","15","12","80.0"
"맥북 거치대","22","13","59.09090909090909"
"인아트","11","7","63.63636363636363"
"1평","60","38","63.333333333333336"
"케렌시아","12","8","66.66666666666667"
"레이스식탁보","12","8","66.66666666666667"
"미니협탁","71","25","35.2112676056338"
"세탁기청소","12","5","41.666666666666664"
"청주","10","4","40.0"
"코드제로","10","0","0.0"
"컴퓨터 받침대","16","9","56.25"
"인조잔디","74","44","59.45945945945946"
"네소프레소","15","6","40.0"
"호텔침대","78","57","73.07692307692308"
"손세정제","14","1","7.142857142857143"
"임스테이블","14","9","64.28571428571429"
"벤치책장","11","6","54.54545454545455"
"칼락스","55","46","83.63636363636364"
"유리볼","13","2","15.384615384615385"
"미니 테이블","17","7","41.1764705882353"
"안방티비","22","17","77.27272727272727"
"파우더룸","154","122","79.22077922077922"
"11자 주방","10","9","90.0"
"스탠드등","10","3","30.0"
"덴비헤리티지","18","6","33.333333333333336"
"한샘포레컴포트","10","8","80.0"
"카페의자","57","19","33.333333333333336"
"테이블","1268","456","35.96214511041009"
"그림그리기","12","6","50.0"
"냉동실정리용기","24","12","50.0"
"행복주택 21형","23","19","82.6086956521739"
"와플팬","13","1","7.6923076923076925"
"시계보관함","16","8","50.0"
"원목전신거울","10","4","40.0"
"조립식옷장","13","7","53.84615384615385"
"그레이쇼파","15","11","73.33333333333333"
"유럽","19","11","57.89473684210526"
"유모차","10","2","20.0"
"알로소","38","27","71.05263157894737"
"비아인키노","18","14","77.77777777777777"
"조적욕조","102","88","86.27450980392157"
"블랙쇼파","12","9","75.0"
"현관 매트","15","6","40.0"
"전면책상","12","3","25.0"
"우드 선반","10","5","50.0"
"홈바수납장","13","6","46.15384615384615"
"화분스탠드","58","38","65.51724137931035"
"식물","424","204","48.113207547169814"
"샷시","21","13","61.904761904761905"
"쇼파사이드테이블","17","12","70.58823529411765"
"가죽쇼파","70","43","61.42857142857143"
"뚫어뻥","15","5","33.333333333333336"
"에싸","62","50","80.64516129032258"
"반타원식탁","16","11","68.75"
"강아지밥그릇","21","14","66.66666666666667"
"헤드셋","20","6","30.0"
"빌리책장","13","10","76.92307692307692"
"벽수납","11","5","45.45454545454545"
"좁은 거실","15","12","80.0"
"미니가습기","13","2","15.384615384615385"
"간판","20","7","35.0"
"원형카페트","18","8","44.44444444444444"
"행잉","50","22","44.0"
"포토메리온","17","3","17.647058823529413"
"더블매트리스","12","4","33.333333333333336"
"헬스","10","6","60.0"
"베터핑거","10","6","60.0"
"쇼파패드","197","77","39.08629441624365"
"쓰레기통 20","13","3","23.076923076923077"
"종량제쓰레기통","14","11","78.57142857142857"
"주방대청소","724","354","48.89502762430939"
"키보드","121","71","58.67768595041322"
"야외","18","12","66.66666666666667"
"엔틱거울","24","15","62.5"
"숟가락","25","5","20.0"
"실내화","232","91","39.224137931034484"
"미니의자","15","3","20.0"
"현관필름","10","7","70.0"
"스퀴지","12","6","50.0"
"와인오프너","10","4","40.0"
"팔각거울","12","6","50.0"
"데크타일","58","34","58.62068965517241"
"슬리퍼정리대","10","6","60.0"
"오블리크테이블","23","17","73.91304347826087"
"전선가리개","27","8","29.62962962962963"
"세면대","125","75","60.0"
"쓰레기통","478","203","42.46861924686193"
"오일병","33","23","69.6969696969697"
"학원","12","10","83.33333333333333"
"맹맹이홈","11","5","45.45454545454545"
"어린이침대","37","25","67.56756756756756"
"책상스탠드","45","21","46.666666666666664"
"그릇","391","154","39.38618925831202"
"블루투스키보드","11","5","45.45454545454545"
"정사각형원룸","11","11","100.0"
"방4개","13","4","30.76923076923077"
"소프시스","12","4","33.333333333333336"
"틈새옷장","15","0","0.0"
"골드","13","1","7.6923076923076925"
"페르시안카페트","23","14","60.869565217391305"
"꽃정기구독","10","6","60.0"
"유리파티션","16","11","68.75"
"유리수납장","11","5","45.45454545454545"
"갤럭시탭s7fe","12","2","16.666666666666668"
"센스맘매트리스","11","6","54.54545454545455"
"귀걸이보관함","10","1","10.0"
"치닝디핑","10","8","80.0"
"모듈쇼파","53","31","58.490566037735846"
"렌지대식탁","22","7","31.818181818181817"
"44형","22","20","90.9090909090909"
"작은책상","22","15","68.18181818181819"
"변기커버","34","12","35.294117647058826"
"체중계","45","8","17.77777777777778"
"자석선반","22","9","40.90909090909091"
"빈티지러그","16","11","68.75"
"디저트포크","17","4","23.529411764705884"
"책상의자세트","11","3","27.272727272727273"
"부부침실","22","18","81.81818181818181"
"한샘포레","14","8","57.142857142857146"
"중문인테리어","40","30","75.0"
"화장대 정리","44","34","77.27272727272727"
"톨로메오","15","12","80.0"
"이케아 서랍","12","6","50.0"
"좁은드레스룸","11","7","63.63636363636363"
"베란다블라인드","22","16","72.72727272727273"
"비스포크정수기","20","13","65.0"
"마샬스피커","51","22","43.13725490196079"
"키큰수납장","29","14","48.275862068965516"
"미니서랍","21","8","38.095238095238095"
"플랜트박스","28","19","67.85714285714286"
"홈공방","15","11","73.33333333333333"
"복층원룸","24","19","79.16666666666667"
"패브릭커튼","45","16","35.55555555555556"
"세탁실","316","265","83.86075949367088"
"아이패드 케이스","18","8","44.44444444444444"
"침대깔판","121","41","33.88429752066116"
"파티룸","21","14","66.66666666666667"
"체크 커튼","14","5","35.714285714285715"
"오디오테크니카","27","20","74.07407407407408"
"오페르툼","14","11","78.57142857142857"
"쇼파배드","49","26","53.06122448979592"
"화장실 타일","27","15","55.55555555555556"
"안방티비장","10","4","40.0"
"에어매트","10","3","30.0"
"아일랜드장","16","10","62.5"
"사진걸이","110","64","58.18181818181818"
"거실 책상","17","12","70.58823529411765"
"신혼집인테리어","15","6","40.0"
"아라비아핀란드","10","7","70.0"
"스텐드","67","24","35.82089552238806"
"냄비수납","13","9","69.23076923076923"
"한빛카페트","15","2","13.333333333333334"
"이케아빌리","15","10","66.66666666666667"
"앤틱가구","13","6","46.15384615384615"
"현관액자","35","25","71.42857142857143"
"행잉식물","15","11","73.33333333333333"
"일리커피머신","110","44","40.0"
"리퍼","293","50","17.064846416382252"
"공유기 정리","16","11","68.75"
"안방 커튼","29","27","93.10344827586206"
"데스커1400","26","12","46.15384615384615"
"모루유리 ","10","0","0.0"
"이케아주방","19","16","84.21052631578948"
"면러그","11","7","63.63636363636363"
"까사무띠","13","0","0.0"
"호텔 침실","39","25","64.1025641025641"
"파라솔","72","41","56.94444444444444"
"오피스텔","122","85","69.67213114754098"
"마켓비 조명","13","1","7.6923076923076925"
"편백","10","3","30.0"
"안방도배","15","10","66.66666666666667"
"양치컵","47","23","48.93617021276596"
"아이가있는집","10","9","90.0"
"음식물처리기","87","27","31.03448275862069"
"저금통","33","19","57.57575757575758"
"식기 건조대","12","7","58.333333333333336"
"접의식의자","14","6","42.857142857142854"
"제습기","157","24","15.286624203821656"
"욕실수납장","55","40","72.72727272727273"
"수세미걸이","21","8","38.095238095238095"
"커트러리세트","25","15","60.0"
"아크릴거울","14","4","28.571428571428573"
"거실 서재","26","24","92.3076923076923"
"써큘레이터","37","18","48.648648648648646"
"몰리세","13","11","84.61538461538461"
"안방인테리어","183","133","72.6775956284153"
"초딩방","22","18","81.81818181818181"
"올리브그린","11","6","54.54545454545455"
"세제통","49","23","46.93877551020408"
"카네수즈","21","8","38.095238095238095"
"화장실인테리어","197","139","70.55837563451777"
"세탁세제","16","6","37.5"
"레어로우","82","73","89.02439024390245"
"실외기실","37","22","59.45945945945946"
"극세사이불","16","5","31.25"
"피아노가 있는 거실","12","5","41.666666666666664"
"냉장고리폼","14","12","85.71428571428571"
"콘솔","402","217","53.98009950248756"
"빈티지포스터","16","10","62.5"
"체크커튼","59","35","59.32203389830509"
"부엌장","17","8","47.05882352941177"
"모듈 소파","15","11","73.33333333333333"
"아이침대","60","51","85.0"
"캐노피","70","46","65.71428571428571"
"식기세척기12인용","10","6","60.0"
"반커튼","11","5","45.45454545454545"
"tv스탠드","87","63","72.41379310344827"
"매쉬파티션","10","7","70.0"
"비초에","51","43","84.31372549019608"
"거실스피커","30","24","80.0"
"슬리데린","19","14","73.6842105263158"
"베란다카페트","10","6","60.0"
"미니책장","28","12","42.857142857142854"
"미끄럼방지매트","43","23","53.48837209302326"
"전자시계","30","11","36.666666666666664"
"심리스함","10","6","60.0"
"샤워기필터","12","2","16.666666666666668"
"아이책장","11","10","90.9090909090909"
"장미맨숀","115","52","45.21739130434783"
"장난감수납장","26","17","65.38461538461539"
"한샘주방","18","8","44.44444444444444"
"진공포장기","13","5","38.46153846153846"
"마오리소포라","14","7","50.0"
"디자인체어","13","7","53.84615384615385"
"허먼밀러","18","12","66.66666666666667"
"강아지","86","31","36.04651162790697"
"메스티지데코","34","19","55.88235294117647"
"캣타워","183","88","48.08743169398907"
"26형","38","35","92.10526315789474"
"화장지","10","2","20.0"
"조립식행거","11","4","36.36363636363637"
"빈티지거울","24","17","70.83333333333333"
"리프트업 테이블","45","22","48.888888888888886"
"일리커피","13","5","38.46153846153846"
"싱크대수납","13","10","76.92307692307692"
"페그보드","13","8","61.53846153846154"
"정사각형 원룸","64","48","75.0"
"메트리스깔판","17","4","23.529411764705884"
"벽지페인트","13","5","38.46153846153846"
"일본","55","35","63.63636363636363"
"하늘색벽지","41","30","73.17073170731707"
"상일리베가구","14","4","28.571428571428573"
"벽등","124","74","59.67741935483871"
"커피잔","122","44","36.0655737704918"
"13평","12","6","50.0"
"PC방","36","17","47.22222222222222"
"프렌치","36","24","66.66666666666667"
"샤시","10","7","70.0"
"모기장","20","10","50.0"
"아이있는집","19","18","94.73684210526316"
"공룡알거울","10","8","80.0"
"작업실","218","131","60.091743119266056"
"더프레임","34","27","79.41176470588235"
"비누","19","9","47.36842105263158"
"베란다캠핑","103","85","82.52427184466019"
"컴퓨터책상","679","360","53.01914580265096"
"2단선반","57","20","35.08771929824562"
"디즈니","30","23","76.66666666666667"
"휴대용가스렌지","15","2","13.333333333333334"
"여아침대","14","13","92.85714285714286"
"가죽침대","10","9","90.0"
"펜트리정리","21","21","100.0"
"디자이너","12","3","25.0"
"가스버너","35","7","20.0"
"커텐봉","35","12","34.285714285714285"
"무풍갤러리","13","10","76.92307692307692"
"3단수납장","12","2","16.666666666666668"
"무헤드침대","37","29","78.37837837837837"
"반찬통","48","12","25.0"
"믹서기","142","45","31.690140845070424"
"22평","18","12","66.66666666666667"
"잉글랜더","17","2","11.764705882352942"
"봄이불세트","24","9","37.5"
"리차드램퍼트","18","15","83.33333333333333"
"전자레인지 선반","95","38","40.0"
"프린터기선반","19","15","78.94736842105263"
"체나레","12","5","41.666666666666664"
"선반장","110","35","31.818181818181817"
"아이방러그","55","46","83.63636363636364"
"데스커 책장","13","8","61.53846153846154"
"모니터","94","34","36.170212765957444"
"아기방인테리어","28","24","85.71428571428571"
"소품샵","32","22","68.75"
"화장실매트","64","40","62.5"
"다이닝","26","18","69.23076923076923"
"일룸카페장","27","21","77.77777777777777"
"양념통정리대","17","8","47.05882352941177"
"드라이기수납","13","6","46.15384615384615"
"토스터","13","5","38.46153846153846"
"물결거울","21","10","47.61904761904762"
"방문","139","95","68.34532374100719"
"유리선반","28","14","50.0"
"그릇수납장","11","3","27.272727272727273"
"제주도","10","4","40.0"
"led스탠드","11","3","27.272727272727273"
"홈갤러리","11","7","63.63636363636363"
"암막커튼1 1","16","4","25.0"
"베란다홈바","12","12","100.0"
"봉커튼","21","11","52.38095238095238"
"36형","156","129","82.6923076923077"
"후라이팬","78","15","19.23076923076923"
"좁은수납장","10","5","50.0"
"사무용책상","15","4","26.666666666666668"
"협탁테이블","110","54","49.09090909090909"
"소파배치","16","8","50.0"
"욕실시계","41","19","46.34146341463415"
"나무그릇","19","7","36.8421052631579"
"이불보관","24","14","58.333333333333336"
"캠핑의자","140","48","34.285714285714285"
"욕실수전","29","19","65.51724137931035"
"베게","35","8","22.857142857142858"
"배란다","51","31","60.78431372549019"
"커피캡슐","17","4","23.529411764705884"
"침대프레임제작","10","9","90.0"
"라탄서랍장","23","14","60.869565217391305"
"한샘붙박이장","11","4","36.36363636363637"
"거실공부","11","11","100.0"
"ㄷ자주방","29","23","79.3103448275862"
"안방 드레스룸","13","9","69.23076923076923"
"세면기","11","5","45.45454545454545"
"거울수납장","30","10","33.333333333333336"
"밥그릇세트","14","9","64.28571428571429"
"덴비","62","14","22.580645161290324"
"리퍼폰","13","2","15.384615384615385"
"마스크보관함","25","10","40.0"
"강아지 방석","16","8","50.0"
"허브","17","8","47.05882352941177"
"셀프도배","23","15","65.21739130434783"
"홈짐","72","65","90.27777777777777"
"가스레인지가림막","20","14","70.0"
"식기","35","10","28.571428571428573"
"빨래통","94","45","47.87234042553192"
"현관펜트리","25","17","68.0"
"화장실청소","32","14","43.75"
"콘센트커버","22","11","50.0"
"잉글랜더침대","14","6","42.857142857142854"
"욕실미끄럼방지매트","17","12","70.58823529411765"
"가스레인지","63","32","50.79365079365079"
"리퍼브가구","13","3","23.076923076923077"
"벤스소파","10","7","70.0"
"국민임대","41","33","80.48780487804878"
"주방벽","18","7","38.888888888888886"
"캣워커","11","7","63.63636363636363"
"장롱","129","58","44.96124031007752"
