"search_keyword","cqc","iqc","avg_object_idx","rank_to_clickcnt","object_idx_list","object_id_list"
"비키니옷장","57.0","41.0","3.901639344262295","{0=12, 1=5, 2=2, 3=6, 4=7, 5=12, 6=4, 7=5, 8=8}","[5, 5, 4, 5, 2, 5, 3, 4, 5, 3, 0, 0, 8, 3, 8, 0, 0, 1, 1, 3, 5, 0, 6, 5, 7, 1, 6, 4, 8, 7, 8, 5, 6, 4, 7, 4, 1, 2, 0, 8, 0, 7, 0, 6, 8, 0, 5, 3, 0, 4, 3, 4, 5, 1, 5, 8, 7, 0, 5, 8, 0]","[9571755, 9571755, 11966751, 12663792, 10778302, 11966751, 12140165, 11966751, 11966751, 12140165, 12385363, 12385363, 5475489, 12140165, 5475489, 12385363, 12385363, 10251305, 12663792, 12140165, 12663792, 12385363, 1748580, 12663792, 1748580, 10251305, 12663792, 11966751, 5475489, 1748580, 5093862, 9571755, 12663792, 11966751, 1748580, 11966751, 10251305, 10778302, 12385363, 4537443, 12385363, 1748580, 12385363, 12663792, 4537443, 12385363, 11966751, 12140165, 12385363, 11966751, 12140165, 11966751, 12663792, 10251305, 12663792, 4537443, 5475489, 12385363, 12663792, 5475489, 12385363]"
"식물선반","16.0","8.0","2.230769230769231","{0=13, 1=5, 2=9, 3=4, 4=1, 6=2, 7=4, 8=1}","[7, 2, 0, 3, 2, 1, 8, 0, 2, 6, 0, 4, 0, 2, 2, 1, 0, 0, 7, 3, 0, 2, 0, 2, 0, 0, 2, 1, 7, 6, 1, 3, 7, 0, 2, 0, 0, 1, 3]","[12005667, 12776944, 12716379, 13498706, 12776944, 12876915, 13357203, 12716379, 12776944, 13255655, 12716379, 12952823, 12716379, 12776944, 12776944, 12876915, 12716379, 12716379, 12005667, 13498706, 12716379, 12776944, 12716379, 12776944, 12716379, 12716379, 12776944, 12876915, 11351471, 13255655, 12876915, 13498706, 12005667, 12716379, 12776944, 12716379, 12716379, 10512745, 13498706]"
"재봉틀","21.0","8.0","3.15","{0=3, 1=4, 2=4, 3=1, 4=1, 5=2, 6=2, 7=2, 8=1}","[2, 1, 5, 2, 5, 6, 0, 1, 7, 2, 1, 4, 1, 0, 0, 6, 2, 7, 3, 8]","[5702241, 11348796, 9015774, 5702241, 9015774, 9015775, 13186059, 11348796, 12530557, 5702241, 11348796, 15249650, 11348796, 13186059, 13186059, 9015775, 5702241, 12530557, 12830488, 12441110]"
"리스","43.0","16.0","4.625","{0=1, 1=1, 2=1, 5=1, 6=1, 7=1, 8=2}","[8, 1, 7, 5, 0, 2, 6, 8]","[15007549, 13629797, 13205266, 13315403, 13704231, 13315401, 13220635, 13205266]"
"핸디청소기","216.0","97.0","3.5833333333333335","{1=1, 2=2, 3=3, 4=1, 5=5}","[2, 3, 5, 5, 5, 2, 1, 4, 5, 5, 3, 3]","[13146238, 15188951, 10522737, 12627749, 10522737, 13146238, 12737561, 12737559, 10522737, 10522737, 12627749, 12627749]"
"그래이불","146.0","94.0","2.3333333333333335","{0=2, 7=1}","[7, 0, 0]","[14004158, 12205716, 12205716]"
"에펠체어","40.0","12.0","1.75","{0=2, 2=1, 5=1}","[2, 0, 0, 5]","[3413019, 3147934, 3147934, 4636105]"
"실크잠옷","15.0","3.0","5.0","{5=1}","[5]","[11634050]"
"허브","16.0","4.0","2.6","{0=2, 3=1, 5=2}","[0, 5, 5, 0, 3]","[10029911, 9332786, 9332786, 10029911, 12242050]"
"led조명","54.0","56.0","2.935483870967742","{0=3, 1=6, 2=9, 3=4, 4=1, 5=2, 6=2, 7=3, 8=1}","[5, 0, 0, 2, 6, 2, 7, 1, 3, 4, 2, 1, 3, 3, 1, 1, 7, 2, 2, 2, 1, 3, 2, 2, 1, 8, 6, 0, 7, 5, 2]","[14451120, 14355560, 14297283, 15130518, 13571020, 15130518, 14291348, 15130518, 12088945, 13363606, 15130518, 14297283, 15130519, 12088945, 14297283, 15130518, 14451120, 15130518, 15130518, 15130518, 14297283, 12088945, 15130518, 15130518, 15130518, 13825223, 15122692, 14297283, 14291348, 14451120, 15130518]"
"모도리","474.0","243.0","4.0","{0=2, 1=2, 2=3, 3=1, 4=2, 7=3, 8=3}","[7, 7, 1, 2, 8, 8, 2, 2, 0, 1, 8, 4, 7, 0, 3, 4]","[14169511, 14000740, 15400146, 14966751, 14169511, 14169511, 14610014, 14610014, 15173097, 15400146, 14169511, 14643121, 14169511, 15173097, 14643121, 14643121]"
"도자기화병","35.0","9.0","2.8666666666666667","{0=3, 1=3, 2=3, 3=1, 4=1, 6=2, 7=1, 8=1}","[6, 7, 1, 1, 2, 3, 0, 6, 8, 0, 0, 2, 4, 1, 2]","[7610310, 11327538, 11092891, 11092891, 14081036, 9234592, 11092891, 9187914, 7610310, 12840173, 12840173, 9234592, 9565559, 11092891, 14081036]"
"해바라기액자","249.0","230.0","3.207547169811321","{0=13, 1=6, 2=7, 3=3, 4=4, 5=8, 6=4, 7=3, 8=5}","[0, 2, 8, 5, 0, 3, 1, 2, 0, 1, 3, 8, 8, 5, 5, 4, 0, 2, 2, 0, 6, 6, 1, 4, 0, 5, 6, 5, 0, 0, 7, 4, 0, 8, 0, 8, 5, 1, 7, 4, 2, 2, 3, 0, 0, 5, 5, 7, 6, 0, 1, 1, 2]","[11989867, 9202819, 7516995, 4272545, 11989867, 13186591, 13186591, 13186591, 11989867, 13993900, 13186591, 1700010, 7516995, 4272545, 4272545, 13186591, 6003245, 6003245, 4272545, 11989867, 1700010, 11018484, 13186591, 6220964, 14904901, 11828667, 11018484, 4272545, 14904901, 13186591, 5396825, 11018484, 11989867, 3034300, 14904901, 7516995, 13186591, 6003245, 7044090, 13186591, 6003245, 6003245, 4272545, 11989867, 11989867, 13186591, 4272545, 5396825, 11018484, 13186591, 13186591, 8799273, 8867187]"
"침대책상","288.0","166.0","2.5185185185185186","{0=5, 1=4, 2=7, 3=4, 4=2, 5=1, 6=3, 7=1}","[7, 2, 2, 2, 3, 0, 3, 2, 6, 1, 1, 0, 0, 2, 3, 4, 0, 2, 0, 2, 6, 6, 1, 1, 3, 5, 4]","[14115886, 10039030, 10039030, 10039030, 9565881, 8639272, 10277496, 10039030, 11358780, 4337483, 4337483, 8639272, 8639272, 10039030, 9565881, 9565881, 8639272, 10039030, 8639272, 10039030, 11358780, 11358780, 10039030, 12251054, 9565881, 10277496, 12251054]"
"거실카페트","162.0","101.0","2.019607843137255","{0=20, 1=10, 2=4, 3=2, 4=7, 5=2, 6=3, 7=1, 8=2}","[0, 5, 3, 1, 1, 0, 6, 1, 0, 1, 2, 0, 4, 1, 1, 0, 0, 4, 4, 1, 0, 6, 6, 5, 0, 8, 0, 0, 4, 3, 0, 0, 8, 0, 1, 4, 0, 0, 4, 0, 0, 4, 1, 0, 7, 2, 0, 2, 2, 1, 0]","[13449251, 12522786, 10406802, 12707432, 12707432, 13449251, 12599812, 12707432, 13404268, 12707432, 13404268, 13449251, 13225580, 12707432, 12707432, 13449251, 13449251, 10406802, 13225580, 12707432, 13449251, 12599812, 12599812, 8519595, 13449251, 13449249, 13449251, 13449251, 13225580, 13562861, 13449251, 13449251, 11662233, 13449251, 13562861, 13225580, 13449251, 13449251, 13225580, 13449251, 13449251, 13225580, 12707432, 13449251, 12702009, 13404268, 13449251, 13404268, 13404268, 13562861, 13449251]"
"스위치커버","29.0","26.0","2.7","{0=7, 1=9, 2=1, 3=1, 4=3, 5=2, 6=5, 7=1, 8=1}","[0, 1, 6, 0, 5, 4, 0, 6, 1, 1, 1, 0, 4, 3, 2, 1, 6, 0, 1, 0, 1, 1, 0, 6, 6, 1, 5, 4, 8, 7]","[7488558, 16398, 8985096, 7488558, 13433067, 9206893, 7488558, 11507212, 16398, 16398, 16398, 7488558, 8528325, 9799343, 8985102, 16398, 13433067, 7488558, 16398, 7488558, 16398, 16398, 7488558, 9744920, 8985096, 16398, 13433067, 8528325, 8985096, 8985096]"
"이동식조리대","12.0","5.0","3.625","{1=2, 2=1, 3=1, 4=2, 7=2}","[2, 7, 7, 4, 1, 4, 1, 3]","[13899551, 7304612, 7304612, 12573150, 12573150, 12573150, 12573150, 13899555]"
"보관함","72.0","22.0","4.357142857142857","{0=1, 1=1, 3=1, 4=2, 5=6, 6=2, 7=1}","[3, 5, 5, 5, 4, 1, 5, 4, 6, 7, 5, 5, 0, 6]","[14568236, 15159538, 11308440, 11308440, 15159538, 11251681, 9977348, 11308440, 11308440, 15300923, 11917207, 11308440, 11251681, 11308440]"
"사진","92.0","44.0","1.5526315789473684","{0=21, 1=1, 2=9, 3=1, 4=1, 5=2, 7=1, 8=2}","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 2, 0, 2, 8, 0, 2, 2, 0, 0, 0, 0, 2, 8, 0, 5, 7, 2, 2, 0, 4, 2, 0, 2]","[13678648, 13678648, 13678648, 13678648, 13011100, 13678648, 13678648, 13678648, 13678648, 13678648, 14695475, 13678648, 12049613, 13678648, 13678648, 14695475, 13678648, 12308648, 12778255, 13678648, 14695475, 10209158, 13678648, 13678648, 13678648, 13678648, 14695475, 12242638, 13678648, 13011100, 15351017, 14695475, 14695475, 13678648, 13011100, 10209158, 13678648, 14695475]"
"아일랜드수납장","34.0","14.0","4.625","{0=2, 3=2, 4=4, 5=2, 6=1, 7=4, 8=1}","[8, 4, 5, 0, 4, 6, 0, 3, 4, 3, 7, 4, 7, 7, 7, 5]","[12351233, 14969120, 14969120, 14017442, 12252690, 12252690, 14017443, 12124541, 12252690, 12124541, 10711493, 14969120, 10711493, 10711493, 10711493, 13884355]"
"마스크보관함","26.0","23.0","2.8181818181818183","{0=5, 1=5, 2=1, 3=4, 5=2, 6=2, 7=3}","[1, 2, 7, 1, 3, 1, 5, 7, 5, 1, 0, 7, 6, 3, 0, 6, 3, 1, 3, 0, 0, 0]","[10396958, 14493082, 11225640, 10396958, 14767298, 10396958, 7656634, 11225638, 7656634, 14493082, 9977348, 11225639, 11225639, 14767298, 9977348, 11225640, 14767298, 10396958, 14767298, 9977348, 9977348, 9977348]"
"미니쓰레기통","103.0","44.0","1.7272727272727273","{0=7, 1=1, 2=1, 8=2}","[1, 0, 0, 2, 0, 8, 0, 8, 0, 0, 0]","[10727272, 13009457, 13009457, 14391406, 13009457, 7538614, 13009457, 13089158, 13009457, 13009457, 13009457]"
"가방","79.0","35.0","3.9375","{0=7, 1=3, 2=1, 3=1, 4=4, 5=5, 6=3, 7=5, 8=3}","[5, 2, 5, 5, 7, 6, 0, 4, 0, 1, 7, 4, 8, 0, 4, 5, 8, 7, 7, 7, 1, 0, 0, 0, 8, 1, 4, 6, 6, 0, 5, 3]","[11814587, 2114588, 12501858, 12501858, 8958954, 11814587, 5371530, 12501858, 5371530, 5371530, 8958954, 12501858, 12706075, 5371530, 12501858, 12501858, 8958954, 8958954, 8958954, 8958954, 3421458, 5371530, 7982125, 5371530, 12706075, 3421458, 12501858, 11814587, 8958954, 5371530, 12501858, 2114588]"
"세탁기","1727.0","995.0","3.06","{0=11, 1=5, 2=7, 3=9, 4=6, 5=2, 6=2, 7=3, 8=5}","[3, 1, 8, 3, 4, 7, 8, 4, 0, 3, 7, 2, 2, 3, 0, 2, 0, 1, 0, 0, 0, 4, 0, 6, 8, 2, 4, 4, 5, 7, 4, 2, 3, 3, 2, 2, 5, 8, 0, 6, 1, 0, 3, 0, 3, 8, 0, 3, 1, 1]","[11915935, 9684919, 15050405, 11915935, 11915935, 14879173, 12137757, 10323355, 12137757, 11915935, 14879173, 14360981, 9684919, 11915935, 12137757, 9684919, 12137757, 9684919, 12137757, 12137757, 12137757, 11915935, 12137757, 14879173, 15162047, 9684919, 10323355, 11915935, 11915935, 14879173, 11915935, 9684919, 11915935, 11915935, 9684919, 9684919, 15162047, 15162047, 12137757, 15162047, 9684919, 4031185, 11915935, 4031185, 11915935, 14879173, 4031185, 11915935, 10606261, 10606261]"
"침대스커트","583.0","195.0","3.372093023255814","{0=7, 1=6, 2=8, 3=4, 4=1, 5=2, 6=9, 7=5, 8=1}","[7, 1, 8, 0, 3, 6, 2, 0, 2, 6, 7, 5, 6, 0, 2, 0, 1, 7, 1, 3, 6, 2, 1, 0, 2, 0, 6, 6, 6, 7, 6, 2, 4, 0, 1, 7, 3, 6, 3, 2, 1, 5, 2]","[4585232, 9575587, 8821271, 5317898, 3715503, 13532891, 9575586, 5317898, 9575587, 13456694, 13532891, 13532891, 13456694, 5317898, 9575587, 9575587, 6041610, 13532891, 9575587, 3715503, 12589944, 9575586, 9575586, 5317898, 9575586, 5317898, 13456694, 13456694, 13456694, 13532891, 13456694, 12790076, 4585232, 6041610, 6041610, 4585232, 3715503, 13456694, 3715503, 9575586, 6041610, 13456694, 6041610]"
"수납바스켓","10.0","1.0","4.0","{3=1, 4=1, 5=1}","[3, 5, 4]","[10606262, 11990059, 9309657]"
"헤드쿠션","184.0","64.0","2.0833333333333335","{0=7, 2=1, 3=1, 5=1, 7=1, 8=1}","[8, 7, 2, 0, 0, 0, 0, 0, 5, 0, 3, 0]","[13206650, 11840931, 8444039, 13563709, 15355209, 15355209, 13563709, 13563709, 5821580, 15355209, 15351184, 13563709]"
"아치형전신거울","126.0","33.0","2.0","{0=4, 1=1, 2=1, 3=1, 4=1, 8=1}","[0, 3, 1, 2, 0, 8, 4, 0, 0]","[10648741, 9841725, 11612702, 14629115, 10648741, 11596263, 10365268, 10648741, 10648741]"
"보석십자수","157.0","104.0","3.5869565217391304","{0=6, 1=9, 2=6, 3=3, 4=4, 5=3, 6=5, 7=6, 8=4}","[3, 6, 0, 7, 1, 7, 8, 1, 1, 0, 7, 6, 5, 3, 4, 1, 0, 1, 8, 4, 2, 0, 2, 7, 1, 4, 0, 2, 6, 5, 2, 2, 1, 4, 3, 7, 1, 7, 2, 1, 0, 5, 6, 8, 8, 6]","[11955661, 10024889, 14834536, 8812266, 12055795, 12261413, 8812266, 12055795, 14834536, 12261413, 12113104, 8812266, 11955661, 12113107, 11955661, 14834536, 14834536, 12055795, 8812266, 12113107, 11208940, 14834536, 11208940, 8812266, 14834536, 10024889, 12261413, 12439350, 8812266, 10024889, 11208940, 11208940, 12439350, 12113107, 12113107, 12113104, 11208940, 8812266, 11208940, 11208940, 14834536, 11955661, 8812266, 10795603, 8812266, 10024889]"
"소파덮개","90.0","57.0","3.272727272727273","{0=1, 1=4, 2=1, 3=1, 5=1, 7=2, 8=1}","[0, 1, 8, 1, 3, 7, 7, 1, 1, 5, 2]","[11648068, 11648067, 8052411, 11648067, 8774280, 15364819, 15364819, 11648067, 11648067, 15364818, 11648065]"
"에펠의자","61.0","37.0","2.142857142857143","{0=2, 1=1, 2=2, 5=2}","[0, 2, 5, 5, 2, 1, 0]","[3413019, 8311315, 8876486, 8876486, 8311315, 9656399, 3413019]"
"콘센트정리","108.0","64.0","4.0","{0=1, 2=1, 4=2, 6=1, 8=1}","[8, 4, 4, 6, 0, 2]","[13258167, 15064467, 15064467, 4856636, 12491850, 13098579]"
"드릴","94.0","73.0","2.5555555555555554","{0=7, 1=3, 2=2, 3=1, 6=2, 8=3}","[8, 1, 0, 0, 0, 2, 3, 1, 8, 0, 6, 0, 1, 2, 6, 8, 0, 0]","[14470635, 13143760, 10763854, 10763854, 10763854, 13143057, 10763861, 13143760, 14470635, 10763854, 9118890, 10763854, 13143760, 13143057, 9118890, 14470635, 10763854, 10763854]"
"쇼파침대","58.0","43.0","3.1866666666666665","{0=19, 1=7, 2=10, 3=4, 4=10, 5=8, 6=5, 7=6, 8=6}","[1, 0, 4, 0, 4, 0, 6, 7, 2, 1, 0, 8, 5, 0, 5, 4, 8, 1, 0, 4, 0, 8, 6, 6, 5, 7, 8, 2, 5, 0, 7, 0, 1, 3, 0, 0, 6, 2, 5, 2, 4, 4, 7, 0, 7, 3, 4, 7, 8, 5, 4, 0, 0, 0, 2, 2, 2, 0, 1, 0, 5, 5, 4, 6, 3, 3, 1, 2, 0, 2, 2, 8, 0, 4, 1]","[10183911, 10373616, 6922120, 10373616, 13240861, 10373616, 10566055, 11683328, 8630534, 10373616, 10373616, 8370064, 8370064, 10373616, 6922120, 7301924, 8370064, 10373616, 8996902, 13240861, 10373616, 8370064, 10566055, 13240861, 8370064, 15192239, 8370064, 8630534, 13240861, 8996902, 11683328, 10373616, 10373616, 7301924, 10373616, 10373616, 10566055, 8630534, 6922120, 6922120, 13240861, 6922120, 8370064, 8996902, 11683328, 8630534, 6922120, 3331631, 8370064, 6922120, 6922120, 10373616, 10373616, 10373616, 6922120, 6922120, 6922120, 10373616, 7608040, 8996902, 13240861, 6922120, 6922120, 10566055, 6922120, 7301924, 10183911, 8630534, 10373616, 8630534, 6922120, 8370064, 10373616, 13240861, 10373616]"
"600화장대","35.0","11.0","3.4","{1=2, 3=1, 4=1, 8=1}","[8, 4, 3, 1, 1]","[6334002, 3772131, 3772131, 4692858, 6420255]"
"원형테이블","2685.0","1325.0","2.8348082595870205","{0=84, 1=61, 2=46, 3=21, 4=30, 5=26, 6=26, 7=21, 8=24}","[0, 1, 4, 7, 6, 4, 4, 7, 5, 4, 2, 8, 1, 8, 5, 0, 2, 0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 1, 7, 5, 6, 6, 3, 3, 4, 2, 7, 1, 2, 2, 8, 4, 5, 0, 0, 4, 1, 0, 7, 8, 7, 0, 0, 4, 2, 7, 8, 8, 8, 0, 2, 4, 0, 1, 4, 2, 4, 6, 0, 1, 0, 3, 2, 5, 0, 8, 1, 0, 0, 5, 0, 0, 6, 6, 1, 3, 0, 3, 5, 0, 2, 0, 0, 7, 1, 0, 5, 8, 3, 0, 0, 5, 4, 2, 8, 8, 0, 0, 4, 5, 1, 1, 0, 5, 7, 7, 2, 3, 2, 0, 1, 4, 1, 2, 0, 1, 7, 1, 0, 0, 0, 0, 6, 0, 2, 3, 0, 3, 3, 0, 1, 1, 0, 1, 4, 1, 1, 4, 7, 1, 2, 6, 7, 6, 2, 7, 4, 1, 0, 4, 0, 1, 2, 8, 1, 8, 0, 3, 2, 2, 6, 0, 0, 0, 0, 8, 2, 5, 1, 5, 1, 1, 8, 2, 0, 5, 1, 4, 0, 2, 0, 4, 1, 5, 2, 6, 5, 6, 4, 1, 0, 0, 1, 0, 6, 0, 3, 0, 8, 0, 5, 5, 0, 1, 2, 6, 5, 7, 4, 1, 3, 0, 8, 2, 4, 7, 0, 1, 8, 1, 1, 4, 2, 1, 5, 8, 7, 6, 2, 2, 5, 0, 3, 2, 3, 0, 2, 2, 8, 3, 8, 7, 2, 1, 5, 2, 6, 2, 4, 0, 1, 0, 7, 4, 0, 3, 1, 7, 0, 0, 2, 7, 5, 8, 0, 6, 2, 1, 1, 5, 0, 1, 1, 1, 0, 6, 0, 3, 0, 2, 1, 2, 0, 3, 0, 1, 6, 1, 6, 4, 2, 5, 1, 1, 3, 1, 0, 4, 2, 8, 6, 0, 6, 1, 0, 2, 4, 6, 6, 6, 0, 1, 0, 3, 5, 1, 0, 0, 1, 0, 2, 2, 6, 1, 0, 4, 8, 1, 0]","[11376641, 12531201, 12539822, 4969726, 11934512, 12539822, 4969726, 13588233, 8766692, 13547055, 8766690, 12810609, 11545274, 13588233, 8766692, 10886724, 11545274, 11376641, 10886724, 10886724, 13516497, 11545274, 10886724, 12531201, 10886724, 8766690, 8766690, 8766690, 11934512, 11934512, 11934512, 11065496, 8766690, 11065496, 8766692, 12531201, 13588233, 10886724, 11545274, 11545274, 13588233, 10886724, 13916372, 11376641, 10886724, 11065496, 8766690, 13516497, 13588233, 13588233, 11545274, 11934512, 10886724, 8766692, 11545274, 13588233, 12810609, 13588233, 13588233, 11376641, 10886724, 11065496, 10886724, 10886724, 4969726, 8766690, 8766692, 8809637, 10886724, 12531201, 13516497, 11065496, 11065496, 13547055, 13516497, 13220389, 10886724, 10886724, 10886724, 8766692, 13516497, 10886724, 8809637, 11065496, 11545274, 13547055, 10886724, 11065496, 8766692, 13516497, 12539822, 13516497, 13516497, 8809637, 10886724, 13516497, 4969726, 13588233, 13547055, 13516497, 10886724, 13547055, 4969726, 11545274, 8809637, 13220389, 10886724, 10886724, 13547055, 4969726, 8766690, 8766690, 11934512, 8766692, 13588233, 13588233, 11065496, 11065496, 12539822, 10886724, 10886724, 13547055, 8766690, 11065496, 13516497, 10886724, 8809637, 12531201, 11934512, 10886724, 10886724, 13516497, 11934512, 10886724, 12531201, 13547055, 10886724, 13547055, 8766690, 11376641, 10886724, 8766690, 10886724, 10886724, 11065496, 8766690, 8766690, 8766692, 13588233, 10886724, 12531201, 13916372, 13588233, 13547055, 10886724, 4969726, 13547055, 8766690, 10886724, 8766692, 13516497, 10886724, 12539822, 13220389, 10886724, 13588233, 10886724, 11065496, 11065496, 12539822, 13547055, 10886724, 13516497, 13516497, 11376641, 13588233, 8766690, 13916372, 11545274, 11934512, 8766690, 8766690, 13220389, 11545274, 10886724, 13547055, 11978238, 8766692, 10886724, 11545274, 10886724, 4969726, 11545274, 4969726, 11065496, 8809637, 4969726, 13547055, 11065496, 10886724, 10886724, 10886724, 11545274, 10886724, 8809637, 10886724, 11065496, 10886724, 11302421, 11376641, 4969726, 4969726, 10886724, 10886724, 12539822, 11065496, 8766692, 4969726, 11065496, 11545274, 13547055, 11376641, 13588233, 12531201, 12539822, 13588233, 11376641, 10886724, 11302421, 11545274, 10886724, 11065496, 10886724, 10886724, 13916372, 11934512, 8809637, 11934512, 10886724, 8766690, 13547055, 10886724, 11065496, 10886724, 13547055, 10886724, 11545274, 8766690, 13588233, 8766690, 13588233, 13588233, 10886724, 10886724, 13916372, 11545274, 13547055, 10886724, 11065496, 13516497, 10886724, 13516497, 4969726, 8766692, 10886724, 11545274, 8766690, 13588233, 13516497, 10886724, 11545274, 8809637, 13916372, 11934512, 13516497, 11065496, 10886724, 10886724, 12531201, 8766692, 10886724, 11545274, 10886724, 8766690, 10886724, 11934512, 10886724, 11545274, 10886724, 8766690, 12531201, 12531201, 11376641, 11065496, 10886724, 10886724, 13547055, 11545274, 13547055, 11065496, 12539822, 8766692, 10886724, 8766690, 11065496, 11545274, 10886724, 13547055, 11545274, 13220389, 11934512, 10886724, 11934512, 12531201, 13516497, 8766690, 13547055, 8809637, 11065496, 11934512, 10886724, 12539822, 13516497, 8766690, 11934512, 11545274, 13516497, 10886724, 11545274, 10886724, 12539822, 12539822, 11934512, 11545274, 10886724, 4969726, 13588233, 12531201, 10886724]"
"세면대","54.0","30.0","4.071428571428571","{0=10, 1=4, 2=3, 3=5, 4=3, 5=10, 6=11, 7=5, 8=5}","[5, 4, 8, 6, 5, 6, 2, 2, 1, 0, 0, 4, 0, 6, 3, 7, 5, 3, 5, 3, 5, 6, 5, 7, 8, 7, 6, 5, 6, 2, 5, 8, 6, 6, 0, 6, 1, 0, 6, 0, 8, 7, 3, 8, 0, 5, 5, 1, 0, 1, 0, 0, 7, 4, 6, 3]","[12848878, 9380448, 10339949, 4309447, 4309447, 4309447, 12711833, 12711833, 11357211, 14009932, 14060348, 9380448, 14060348, 8590480, 10872455, 12700147, 8590480, 13794730, 4309447, 13794730, 12848878, 4309447, 12848878, 9380448, 10339949, 9380448, 4309447, 8590480, 9196690, 12711833, 12848878, 10339949, 9196690, 9196690, 14060347, 4309447, 10339971, 14009932, 9196690, 14009932, 8590480, 9380448, 9196690, 11359555, 14060348, 4309447, 8590480, 11357211, 14060348, 10339971, 14060348, 14009932, 10339949, 13794730, 9196690, 10872455]"
"한샘옷장","44.0","18.0","2.7333333333333334","{0=5, 1=1, 2=2, 4=3, 5=1, 6=2, 7=1}","[1, 0, 0, 5, 4, 6, 4, 0, 6, 2, 4, 7, 0, 0, 2]","[11934535, 8565663, 11934535, 12103368, 14340170, 63850, 12103368, 8565663, 12103368, 8287110, 15270089, 12103368, 12083986, 8565663, 8287110]"
"mf매직하우스","14.0","21.0","3.1666666666666665","{0=3, 1=2, 2=1, 4=1, 5=3, 7=1, 8=1}","[0, 1, 4, 5, 7, 8, 1, 0, 5, 0, 5, 2]","[13177515, 6411058, 11502712, 11140974, 1688816, 11502713, 6411058, 13177515, 11140974, 13177515, 11140974, 1688815]"
"소스통","86.0","40.0","4.733333333333333","{0=2, 1=3, 2=4, 3=1, 4=4, 5=2, 6=1, 7=8, 8=5}","[8, 7, 7, 4, 1, 4, 6, 2, 1, 7, 4, 8, 7, 8, 2, 7, 7, 2, 8, 5, 5, 7, 0, 3, 1, 4, 7, 0, 2, 8]","[15225880, 6547935, 6547935, 10959871, 13220596, 10959871, 14239430, 11415541, 13220596, 6547935, 7211049, 15225880, 6547935, 15225880, 11415541, 6547935, 6547935, 11415541, 15225880, 9069315, 9069315, 6547935, 12680, 10959871, 13220596, 10959871, 6547935, 12680, 11415541, 15225880]"
"4인그릇세트","17.0","6.0","4.666666666666667","{0=1, 6=1, 8=1}","[0, 6, 8]","[15185587, 14991082, 13259122]"
"써모스","16.0","8.0","4.0","{4=2}","[4, 4]","[14295282, 14295282]"
"올쏘퍼니처","64.0","35.0","2.6666666666666665","{0=2, 8=1}","[0, 0, 8]","[7281778, 7281778, 8238922]"
"라인조명","25.0","14.0","2.823529411764706","{0=8, 1=1, 2=7, 3=8, 4=3, 5=2, 6=1, 7=3, 8=1}","[5, 2, 2, 0, 3, 3, 2, 1, 7, 0, 3, 3, 3, 0, 0, 8, 3, 2, 4, 3, 2, 6, 2, 0, 0, 4, 0, 7, 2, 5, 4, 3, 7, 0]","[11904171, 12475444, 14373040, 10268410, 13269316, 12475444, 14373040, 11904176, 11059900, 10268410, 12475444, 13269316, 12475444, 10268410, 10268410, 10703360, 13269316, 12475444, 13269316, 13269316, 14373040, 11904173, 14373040, 10268410, 10703360, 13269316, 10268410, 11059900, 14373040, 14509664, 13269316, 12475444, 11059900, 10268410]"
"세탁기건조기","236.0","217.0","2.292682926829268","{0=13, 1=6, 2=7, 3=4, 4=4, 5=2, 6=1, 7=2, 8=2}","[8, 3, 2, 0, 2, 1, 0, 2, 1, 0, 3, 2, 0, 2, 7, 7, 0, 0, 5, 0, 2, 1, 0, 6, 8, 1, 0, 1, 4, 0, 3, 5, 0, 1, 3, 4, 2, 4, 0, 4, 0]","[15046356, 15292909, 9196684, 12137757, 13701471, 9196684, 12137757, 9196684, 9196684, 10323355, 13701471, 13701471, 10323355, 9196684, 10148789, 15151808, 12137757, 10323355, 12137757, 12137757, 9196684, 10323355, 12137757, 15162047, 10148789, 10323355, 12137757, 10323355, 15099695, 10323355, 15292909, 15099695, 12137757, 13701471, 13701471, 12137757, 9196684, 12137757, 10323355, 15099695, 12137757]"
"우주","11.0","2.0","0.0","{0=2}","[0, 0]","[12477766, 12477766]"
"밥상","1518.0","790.0","2.849056603773585","{0=2, 1=16, 2=17, 3=2, 4=5, 5=3, 7=4, 8=4}","[2, 2, 1, 0, 1, 3, 1, 1, 1, 2, 2, 7, 4, 2, 3, 1, 2, 1, 1, 2, 8, 8, 8, 4, 7, 2, 2, 7, 2, 1, 7, 1, 1, 2, 5, 2, 8, 1, 1, 5, 5, 4, 4, 1, 2, 2, 2, 4, 1, 1, 2, 2, 0]","[7841712, 7841712, 7841712, 9000142, 14054237, 13334275, 14054237, 7841712, 14054237, 7841712, 7841712, 13008695, 14209330, 13334275, 13334275, 14054237, 7841712, 7841712, 7841712, 7841712, 13008695, 13008695, 13008695, 14209330, 14057984, 7841712, 7841712, 13008695, 13334275, 7841712, 13008695, 14054237, 7841712, 7841712, 14209330, 7841712, 13008695, 14054237, 7841712, 14209330, 14209330, 5657876, 14209330, 14054237, 7841712, 7841712, 7841712, 14209330, 14054237, 7841712, 13334275, 7841712, 9000142]"
