"search_keyword","cqc","iqc","avg_object_idx","rank_to_clickcnt","object_idx_list","object_id_list"
"미니화분","37.0","12.0","5.285714285714286","{3=1, 4=2, 6=2, 7=2}","[3, 6, 6, 7, 4, 7, 4]","[9610485, 5743326, 5743326, 8679581, 9610485, 8679581, 9610485]"
"라벨프린터","71.0","38.0","3.658536585365854","{0=2, 1=8, 2=2, 3=10, 4=2, 5=8, 6=4, 7=4, 8=1}","[0, 7, 1, 1, 3, 2, 6, 4, 1, 3, 6, 6, 5, 3, 1, 1, 3, 1, 1, 5, 0, 3, 5, 5, 3, 5, 7, 3, 5, 8, 2, 5, 7, 3, 6, 3, 5, 1, 4, 7, 3]","[12612955, 8709648, 11918808, 11918808, 11594697, 9961741, 12039001, 12613239, 11918808, 11594697, 12039001, 12039001, 14253548, 11594697, 11918808, 11918808, 11594697, 11918808, 11918808, 14253548, 12612955, 11594697, 14253548, 14253548, 11594697, 14253548, 8709648, 11594697, 14253548, 13016297, 9961741, 14253548, 8709648, 11594697, 12039001, 11594697, 14253548, 11918808, 12613239, 8709648, 11594697]"
"페스티벌","1416.0","34.0","2.5","{0=1, 1=1, 2=1, 3=2, 6=1}","[6, 3, 3, 0, 1, 2]","[11984034, 11962632, 11962631, 11868569, 9674775, 11962631]"
"계란트레이","229.0","143.0","3.9523809523809526","{0=2, 1=1, 2=6, 3=2, 4=1, 5=2, 6=1, 7=4, 8=2}","[7, 1, 4, 2, 2, 5, 2, 8, 2, 7, 6, 8, 7, 2, 5, 0, 3, 7, 3, 2, 0]","[1719957, 12815582, 11858958, 11858958, 11858958, 13788350, 11858958, 1719957, 11858958, 1719957, 13788350, 1719957, 13788350, 11858958, 13788350, 13788353, 11858958, 1719957, 11858958, 11858958, 13788353]"
"배수구망","13.0","12.0","3.0","{0=1, 1=1, 3=1, 8=1}","[8, 1, 0, 3]","[13715775, 12547358, 11415830, 9558679]"
"주방수납장1000","26.0","6.0","3.75","{0=1, 4=1, 5=1, 6=1}","[5, 6, 0, 4]","[5629953, 5629953, 10982514, 14376966]"
"침대헤드쿠션","62.0","18.0","2.8333333333333335","{0=2, 1=2, 7=1, 8=1}","[1, 7, 1, 8, 0, 0]","[15355209, 13808160, 15355209, 10806639, 13563709, 13563709]"
"캔들","731.0","333.0","2.911764705882353","{0=18, 1=5, 2=14, 3=5, 4=6, 5=7, 6=2, 7=9, 8=2}","[0, 7, 5, 2, 3, 7, 6, 3, 0, 4, 0, 7, 0, 7, 0, 0, 2, 3, 2, 2, 0, 2, 5, 3, 7, 0, 4, 3, 8, 0, 5, 0, 5, 0, 8, 1, 5, 4, 6, 4, 2, 1, 7, 2, 2, 2, 4, 0, 0, 0, 0, 0, 1, 0, 4, 2, 7, 2, 2, 1, 2, 5, 7, 7, 5, 2, 1, 0]","[13513148, 12992411, 14594883, 13614758, 12668508, 12511968, 11450035, 11231083, 13513148, 12992411, 11596262, 12511968, 13614758, 12511968, 13513148, 11596262, 13614758, 10254433, 13614758, 13614758, 13614758, 14594883, 11450035, 11231083, 14594883, 13614758, 11450035, 10254433, 14594883, 13614758, 11450035, 13614758, 14594883, 13614758, 11450034, 12668508, 14594883, 12511968, 10254433, 10254433, 10254433, 13614758, 14594883, 11231083, 14594883, 11231083, 12992411, 13614758, 13614758, 13614758, 13614758, 13614758, 12523505, 13614758, 12511968, 13614758, 11450035, 3250071, 14594883, 13614758, 11231083, 14594883, 12992411, 12511968, 14594883, 10254433, 12523505, 13614758]"
"고양이","392.0","264.0","3.4358974358974357","{0=15, 1=8, 2=4, 3=19, 4=4, 5=7, 6=8, 7=8, 8=5}","[3, 0, 6, 0, 6, 3, 0, 6, 3, 0, 4, 0, 0, 0, 2, 2, 8, 1, 4, 4, 0, 3, 5, 3, 3, 3, 7, 3, 0, 1, 0, 2, 2, 7, 1, 4, 7, 8, 0, 6, 7, 7, 6, 7, 3, 5, 1, 0, 0, 6, 3, 5, 3, 3, 3, 7, 3, 1, 3, 5, 8, 5, 6, 1, 5, 7, 6, 3, 3, 8, 0, 0, 3, 5, 1, 1, 8, 3]","[12035710, 12941803, 14261807, 12941803, 14261807, 12035710, 12941803, 14261807, 12035710, 12941803, 12035710, 13787343, 12941803, 12941803, 13787343, 12143667, 13787341, 14627677, 12035710, 14627677, 12941803, 12035710, 11935413, 12035710, 12035710, 12143667, 14261807, 12143667, 12941803, 13787343, 12941803, 12143667, 12143667, 14261807, 13787343, 12035710, 14261807, 13787341, 13787343, 14261807, 13787342, 14261807, 14261807, 14261807, 12143667, 11935413, 13787343, 12941803, 12941803, 14261807, 12035710, 14261807, 12035710, 12035710, 12035710, 13787342, 12035710, 13787343, 12035710, 11935413, 12180288, 14261807, 14261807, 13787343, 14261807, 13787342, 11935413, 12035710, 12143667, 13787341, 12941803, 12941803, 12035710, 11935413, 12941803, 14627677, 12180288, 12035710]"
"난방텐트","21.0","14.0","2.4166666666666665","{0=6, 1=1, 4=1, 5=2, 6=1, 8=1}","[0, 0, 0, 0, 6, 8, 5, 1, 5, 4, 0, 0]","[13692069, 13692069, 13692069, 13692069, 14661183, 12864178, 12674358, 13276520, 12674358, 10393286, 13692069, 13692069]"
"벽걸이선반","365.0","179.0","2.5106382978723403","{0=15, 1=4, 2=8, 3=5, 4=4, 5=3, 6=4, 7=4}","[4, 6, 6, 1, 0, 0, 0, 2, 0, 0, 3, 3, 4, 5, 0, 3, 2, 0, 3, 5, 6, 4, 2, 0, 0, 2, 0, 5, 7, 2, 1, 0, 0, 0, 7, 2, 1, 2, 2, 0, 4, 7, 3, 6, 1, 0, 7]","[14558364, 13280274, 10608286, 13315035, 13482302, 13482302, 13482302, 13431901, 13482302, 13482302, 14558364, 14558364, 11098132, 13754493, 13482302, 14558364, 13315035, 13482302, 11098132, 11098132, 13280274, 14558364, 13315035, 13482302, 13482302, 13431901, 13482302, 13754493, 2951354, 13431901, 13315035, 13482302, 13482302, 13482302, 2951354, 13315035, 13315035, 13315035, 13431901, 13482302, 14558364, 13754493, 13315035, 10724371, 13315035, 13482302, 13754493]"
"나누벨","18.0","17.0","2.8333333333333335","{0=1, 1=2, 2=1, 5=1, 8=1}","[0, 1, 5, 2, 1, 8]","[11039859, 12392810, 11760266, 13589864, 12392810, 13589865]"
"무헤드프레임","10.0","4.0","0.0","{0=2}","[0, 0]","[9540297, 9540297]"
"더살림","10.0","7.0","2.0","{0=1, 1=1, 2=1, 3=1, 4=1}","[4, 1, 3, 2, 0]","[14076402, 12713615, 13637102, 12464243, 9977375]"
"요토퍼","12.0","1.0","1.0","{1=1}","[1]","[7537779]"
"괄사","12.0","7.0","0.0","{0=1}","[0]","[12830995]"
"침대","7962.0","5393.0","2.9341801385681294","{0=205, 1=147, 2=114, 3=62, 4=70, 5=91, 6=55, 7=61, 8=61}","[8, 1, 4, 1, 8, 0, 1, 0, 3, 0, 3, 5, 4, 1, 2, 8, 2, 1, 0, 8, 1, 1, 8, 7, 1, 0, 2, 7, 7, 1, 1, 2, 1, 6, 3, 7, 0, 2, 1, 5, 6, 2, 1, 0, 1, 4, 0, 5, 1, 0, 0, 2, 0, 6, 4, 0, 1, 1, 6, 2, 5, 0, 0, 7, 2, 1, 6, 4, 6, 0, 7, 1, 8, 2, 7, 2, 0, 1, 1, 2, 0, 4, 1, 5, 3, 4, 2, 0, 5, 0, 3, 1, 7, 6, 0, 5, 2, 0, 1, 0, 8, 6, 7, 2, 1, 7, 3, 3, 1, 5, 4, 2, 1, 5, 2, 2, 1, 4, 2, 0, 7, 8, 2, 5, 8, 8, 6, 5, 6, 5, 1, 1, 0, 0, 1, 7, 0, 2, 3, 2, 7, 6, 6, 0, 1, 5, 1, 2, 4, 8, 5, 5, 7, 0, 6, 5, 0, 7, 2, 3, 6, 1, 1, 0, 2, 7, 2, 8, 5, 4, 0, 7, 1, 2, 7, 8, 1, 0, 8, 7, 5, 0, 4, 2, 3, 3, 1, 1, 7, 2, 1, 5, 5, 4, 4, 6, 6, 3, 4, 5, 3, 2, 4, 2, 5, 3, 0, 2, 8, 7, 3, 3, 1, 1, 0, 2, 6, 6, 2, 0, 1, 6, 6, 6, 5, 0, 7, 8, 4, 6, 1, 0, 3, 4, 5, 5, 0, 8, 7, 2, 1, 6, 8, 0, 1, 3, 3, 2, 0, 1, 1, 3, 0, 3, 7, 2, 0, 6, 1, 5, 2, 8, 2, 5, 2, 0, 0, 4, 1, 2, 0, 0, 4, 5, 1, 0, 0, 5, 5, 5, 7, 5, 6, 0, 0, 0, 6, 4, 0, 0, 1, 5, 1, 0, 1, 2, 8, 4, 0, 5, 6, 0, 7, 2, 5, 0, 0, 2, 0, 8, 2, 8, 2, 3, 1, 4, 0, 0, 5, 5, 2, 7, 0, 4, 0, 2, 2, 5, 0, 1, 1, 0, 1, 0, 1, 0, 5, 4, 0, 4, 4, 1, 4, 7, 2, 0, 5, 2, 6, 8, 1, 0, 2, 5, 0, 7, 0, 0, 0, 5, 0, 3, 4, 1, 8, 4, 5, 4, 6, 1, 3, 5, 0, 0, 0, 1, 3, 0, 0, 8, 5, 0, 0, 2, 0, 0, 2, 1, 4, 6, 0, 0, 5, 8, 1, 7, 0, 1, 8, 0, 8, 1, 4, 0, 2, 0, 1, 4, 0, 2, 0, 0, 4, 5, 6, 4, 8, 1, 8, 0, 1, 0, 2, 7, 0, 2, 1, 1, 5, 6, 2, 6, 0, 8, 2, 0, 6, 0, 3, 2, 1, 2, 3, 5, 8, 4, 7, 7, 7, 6, 2, 2, 2, 1, 0, 2, 1, 1, 1, 2, 0, 1, 1, 5, 3, 0, 0, 0, 5, 1, 6, 5, 4, 7, 0, 0, 1, 1, 1, 6, 1, 5, 1, 2, 2, 2, 7, 8, 1, 7, 3, 1, 1, 0, 3, 1, 3, 7, 2, 2, 4, 8, 2, 2, 4, 1, 2, 7, 3, 6, 0, 0, 1, 2, 8, 1, 7, 0, 7, 1, 1, 0, 3, 2, 8, 1, 7, 8, 0, 0, 4, 2, 0, 3, 0, 2, 1, 7, 3, 0, 0, 3, 0, 1, 2, 1, 0, 6, 7, 8, 0, 0, 1, 5, 1, 0, 0, 0, 4, 8, 0, 6, 7, 6, 7, 8, 5, 0, 8, 7, 8, 0, 3, 0, 1, 1, 3, 0, 5, 4, 0, 0, 5, 8, 7, 3, 0, 4, 5, 7, 4, 0, 6, 2, 1, 1, 5, 0, 7, 1, 1, 2, 0, 1, 7, 0, 1, 5, 6, 0, 4, 0, 2, 2, 4, 6, 1, 0, 5, 5, 4, 8, 0, 0, 4, 7, 3, 6, 3, 1, 4, 2, 0, 3, 4, 5, 0, 0, 0, 3, 4, 3, 0, 0, 0, 7, 5, 0, 6, 0, 1, 0, 1, 3, 3, 2, 5, 0, 1, 0, 2, 2, 2, 0, 4, 2, 0, 3, 1, 2, 0, 1, 1, 1, 5, 8, 3, 8, 2, 2, 3, 0, 2, 1, 0, 0, 5, 2, 0, 2, 0, 8, 0, 4, 1, 4, 5, 2, 5, 1, 1, 1, 0, 1, 5, 0, 4, 2, 0, 0, 5, 3, 7, 4, 0, 3, 4, 8, 0, 5, 3, 4, 0, 3, 3, 3, 4, 7, 6, 8, 1, 2, 7, 1, 0, 1, 0, 2, 8, 8, 0, 8, 0, 2, 1, 0, 0, 4, 6, 4, 8, 1, 5, 5, 8, 0, 3, 0, 6, 1, 1, 4, 2, 1, 1, 2, 0, 1, 1, 0, 7, 7, 2, 0, 1, 4, 5, 0, 5, 0, 5, 6, 0, 2, 8, 2, 0, 5, 0, 0, 7, 0, 1, 2, 2, 2, 5, 0, 1, 0, 2, 1, 4, 0, 3, 0, 0, 1, 3, 0, 3, 5, 4, 8, 1, 0, 8, 4, 1, 4, 5, 5, 1, 5, 4, 5, 4, 0, 0, 8, 2, 0, 5, 2, 0, 3, 5, 3, 7, 6, 0, 8, 6, 0, 8, 1, 6, 0, 0, 1, 0, 5, 1, 2, 5, 5, 3, 7, 5, 2, 8, 6, 0, 6, 5, 1]","[12365876, 12733903, 12208263, 12733903, 12365876, 15059346, 12733903, 12806382, 12346286, 12806382, 12346286, 14905315, 14905315, 14148203, 12346286, 14572946, 13874404, 12733903, 12806382, 14705664, 13874404, 13874404, 12365876, 14572946, 10166160, 15059346, 12346286, 12365876, 11298920, 10166160, 10166160, 14148203, 10166160, 14905315, 12346286, 12365876, 12733903, 12346286, 13874404, 14491701, 12365876, 12346286, 10166160, 12806382, 14148203, 12208263, 12806382, 14572946, 12733903, 12806382, 12733903, 13874404, 12806382, 11298920, 14905315, 12733903, 10166160, 10166160, 12365876, 12346286, 14905315, 12806382, 12806382, 12365876, 12346286, 10166160, 14905315, 12208263, 11298920, 12806382, 14905315, 12733903, 12365876, 13874404, 11298920, 13874404, 15059346, 12733903, 13874404, 12346286, 12806382, 12208263, 12733903, 12208263, 12346286, 14905315, 14148203, 12806382, 14491701, 12806382, 12346286, 12733903, 14905315, 13681604, 15059346, 14572946, 12346286, 12806382, 13874404, 12806382, 13516641, 13681604, 13681604, 14148203, 13874404, 14572946, 12208263, 12346286, 13874404, 14905315, 12208263, 11298921, 14148203, 12208263, 13874404, 12346286, 13874404, 13681604, 12346286, 12806382, 14905315, 14572946, 13874404, 12208263, 14148199, 12365876, 14491701, 12208263, 14491701, 14905315, 12733903, 14148203, 12733903, 15059346, 14148203, 11298920, 12806382, 13874404, 12208263, 12346286, 14572946, 14491701, 14905315, 12733903, 12733903, 12208263, 12733903, 13874404, 14905315, 13516641, 14491701, 14905315, 11298920, 12806382, 13681604, 12208263, 12806382, 14905315, 12346286, 12346286, 12365876, 12733903, 12733903, 12806382, 13874404, 14905315, 12346286, 14705664, 14905315, 12346286, 12806382, 12365876, 13874404, 12346286, 12365876, 14572946, 13874404, 12733903, 14572946, 12365876, 14491701, 15059346, 14905315, 12346286, 12208263, 12208263, 13874404, 12733903, 11298920, 14148203, 14148203, 12208263, 12208263, 12208263, 12208263, 14905315, 13681604, 12346286, 14905315, 14905315, 12208263, 13874404, 14905315, 12346286, 13681604, 12208263, 12806382, 13874404, 13516641, 14905315, 12208263, 12208263, 13874404, 12733903, 12733903, 12346286, 14905315, 14905315, 14148203, 12806382, 10166160, 14905315, 14905315, 12365876, 12208263, 15059346, 14572946, 4337483, 14905315, 14491701, 13874404, 12733903, 12208263, 11228399, 14905315, 14905315, 12733903, 12365876, 12365876, 12346286, 13874404, 12365876, 14572946, 12733903, 12733903, 11298921, 12346286, 11298921, 12806382, 14148203, 14148203, 12346286, 12806382, 12346286, 11298920, 13874404, 12806382, 14491701, 10166160, 12208263, 14148203, 13516641, 13874404, 12208263, 14148203, 12733903, 12733903, 11228399, 13874404, 14148203, 12733903, 12733903, 12346286, 12208263, 12733903, 12733903, 12806382, 14905315, 12208263, 12208263, 11298920, 12208263, 14491701, 12733903, 12806382, 12733903, 12365876, 11228399, 12733903, 12806382, 13874404, 12208263, 10166160, 12806382, 10166160, 13874404, 13516641, 13681604, 15059346, 12208263, 14491701, 12806382, 11298920, 13874404, 14905315, 12733903, 12733903, 13874404, 12733903, 14572946, 14148203, 14705664, 12346286, 12208263, 13874404, 14905315, 12806382, 12806382, 14905315, 14905315, 12346286, 14572946, 12733903, 12208263, 12733903, 13874404, 14148203, 13681604, 12733903, 10166160, 12733903, 12806382, 14148203, 12806382, 12733903, 15059346, 12208263, 11228399, 12733903, 14905315, 12346286, 13874404, 14905315, 14572946, 12346286, 12806382, 14491701, 12346286, 12365876, 14572946, 12733903, 12733903, 12346286, 12208263, 12806382, 13516641, 12806382, 12733903, 12733903, 14905315, 12806382, 12208263, 12346286, 12733903, 12365876, 14905315, 12208263, 14905315, 14905315, 13874404, 12208263, 14491701, 12733903, 12733903, 12806382, 13874404, 11298921, 15059346, 15059346, 12365876, 12208263, 15059346, 15059346, 13874404, 12806382, 15059346, 14148203, 13874404, 14905315, 12365876, 15059346, 12733903, 14905315, 14572946, 13874404, 14572946, 12733903, 13874404, 14572946, 12806382, 13516641, 10166160, 14905315, 12733903, 12346286, 12733903, 14148203, 12346286, 12733903, 13874404, 12806382, 12733903, 12208263, 14905315, 14905315, 14905315, 14572946, 12733903, 13516641, 12806382, 12733903, 15059346, 14148203, 14905315, 12733903, 12346286, 13874404, 13874404, 12208263, 14905315, 13874404, 14905315, 12733903, 14572946, 14148203, 12806382, 12365876, 12733903, 12208263, 13874404, 10166160, 14148203, 12208263, 14905315, 12365876, 12208263, 11298920, 11298920, 11298920, 14905315, 11298921, 14148203, 12346286, 13874404, 12733903, 12346286, 14148203, 14148203, 12733903, 13874404, 15059346, 14148203, 10166160, 14905315, 12208263, 12806382, 12733903, 12806382, 12208263, 13874404, 14905315, 13681604, 11228399, 14572946, 12733903, 12733903, 12733903, 13874404, 12733903, 13681604, 12733903, 14491701, 12733903, 12346286, 12346286, 12346286, 12365876, 14572946, 13874404, 14572946, 12346286, 12733903, 12733903, 12806382, 12208263, 13874404, 12208263, 11298920, 12346286, 11298921, 11228399, 14572946, 13874404, 13874404, 12208263, 10166160, 14148203, 12365876, 14905315, 12365876, 12806382, 12733903, 13874404, 12346286, 14148199, 13874404, 11298920, 12806382, 12365876, 13874404, 10166160, 12806382, 12208263, 12346286, 14705664, 10166160, 14572946, 4337483, 12806382, 15059346, 14905315, 12346286, 12806382, 12208263, 12806382, 14148203, 10166160, 11298920, 12208263, 12733903, 12806382, 12346286, 15059346, 12733903, 12346286, 13874404, 12806382, 14491701, 12365876, 13516641, 12733903, 15059346, 12733903, 13681604, 13874404, 12806382, 12806382, 15059346, 14905315, 14572946, 12806382, 12365876, 12365876, 11298920, 12365876, 14572946, 12208263, 12733903, 12365876, 14905315, 13516641, 12806382, 12346286, 15059346, 12733903, 13874404, 12208263, 12733903, 12208263, 14905315, 15059346, 15059346, 14572946, 14572946, 12365876, 12208263, 12733903, 14905315, 14491701, 14572946, 12208263, 15059346, 14905315, 14148203, 12733903, 13874404, 14491701, 12733903, 11298920, 12733903, 14148203, 12346286, 12806382, 14148203, 12365876, 12733903, 13874404, 14491701, 14491701, 15059346, 14905315, 12733903, 13874404, 12346286, 12208263, 14905315, 14148203, 12806382, 13681604, 13681604, 12208263, 14705664, 12806382, 15059346, 12346286, 12365876, 12208263, 13681604, 12346286, 12733903, 12346286, 13874404, 12806382, 12208263, 12346286, 12208263, 12733903, 12733903, 12806382, 11298921, 12208263, 12346286, 12806382, 12806382, 12806382, 14572946, 14491701, 12806382, 14905315, 12806382, 10166160, 15059346, 13874404, 12346286, 11298921, 12346286, 14491701, 12733903, 10166160, 12806382, 13874404, 12346286, 13874404, 12806382, 12346286, 13874404, 15059346, 12346286, 13874404, 12346286, 12806382, 12733903, 13874404, 14148203, 14905315, 14572946, 12208263, 14572946, 13874404, 12346286, 12208263, 12806382, 11298921, 13874404, 12733903, 12733903, 14491701, 12346286, 12733903, 14148203, 12806382, 12365876, 12806382, 11228399, 12733903, 12346286, 12208263, 14148203, 14572946, 13874404, 13874404, 10166160, 12733903, 10166160, 12208263, 15059346, 14905315, 12346286, 15059346, 12806382, 14905315, 12208263, 14905315, 12208263, 12806382, 12208263, 12346286, 13516641, 12733903, 12208263, 11298921, 12208263, 12733903, 14905315, 12346286, 12346286, 12346286, 11298920, 14905315, 13516641, 12733903, 12346286, 14572946, 12733903, 12733903, 12733903, 15059346, 12346286, 12365876, 13516641, 12806382, 14572946, 12733903, 13874404, 13874404, 12733903, 12806382, 12208263, 14905315, 12208263, 14705664, 14148203, 14491701, 14491701, 14572946, 12733903, 12208263, 12733903, 12365876, 14148203, 12733903, 14905315, 14148203, 13874404, 13874404, 12346286, 12733903, 12733903, 13874404, 12733903, 11298920, 11298920, 13874404, 12733903, 14148203, 12208263, 14491701, 12733903, 14491701, 12806382, 12208263, 12365876, 12733903, 13874404, 12365876, 12346286, 12806382, 12208263, 12733903, 12733903, 14572946, 12806382, 10166160, 13874404, 14148203, 14148203, 12208263, 12806382, 13874404, 12806382, 14148203, 14148203, 14905315, 12806382, 12346286, 12806382, 12806382, 10166160, 11298921, 12806382, 12208263, 14491701, 12208263, 14705664, 10166160, 12806382, 14572946, 11228399, 13874404, 14905315, 12208263, 12208263, 14148203, 12208263, 12208263, 13681604, 12208263, 12806382, 12806382, 13516641, 13874404, 12733903, 14905315, 12346286, 12806382, 11298921, 12208263, 12346286, 14572946, 14905315, 12733903, 13516641, 13681604, 12806382, 14148199, 13874404, 14905315, 12733903, 12733903, 14148203, 12806382, 14491701, 10166160, 12346286, 12208263, 14491701, 12208263, 14572946, 12208263, 14148203, 14705664, 14905315, 15059346, 12365876, 14491701, 13874404]"
"장식품","37.0","46.0","1.8461538461538463","{0=11, 1=3, 2=2, 3=5, 4=2, 5=2, 8=1}","[3, 2, 0, 0, 0, 0, 4, 1, 3, 5, 0, 4, 0, 0, 2, 3, 1, 0, 8, 3, 0, 3, 5, 0, 0, 1]","[10858275, 13214369, 12902209, 12902209, 12902209, 12902209, 14517885, 7263974, 13214369, 13789289, 12902209, 14517885, 12902209, 12902209, 13214369, 10858275, 7263974, 12902209, 13214370, 10858275, 12902209, 10858275, 13789289, 12902209, 12902209, 7263974]"
"비정형거울","164.0","72.0","2.533333333333333","{0=14, 1=5, 2=17, 3=6, 4=2, 5=11, 6=3, 7=2}","[0, 7, 3, 2, 3, 2, 6, 0, 6, 0, 2, 5, 1, 2, 0, 5, 3, 2, 2, 2, 1, 0, 4, 5, 2, 0, 6, 2, 0, 1, 0, 2, 5, 2, 3, 5, 5, 2, 2, 0, 4, 3, 0, 3, 0, 2, 2, 5, 5, 5, 1, 0, 7, 5, 0, 2, 0, 1, 5, 2]","[11335609, 14146889, 13893464, 13893464, 11105036, 11335609, 5035863, 9339500, 11105036, 9339500, 11335609, 11105036, 11290485, 11335609, 9339500, 11105036, 9425697, 11335609, 11335609, 11335609, 11290485, 11335609, 12599658, 9515013, 11335609, 9339500, 12711831, 11898028, 11335609, 11290485, 12772663, 11335609, 11105036, 11335609, 12772663, 9515013, 11105036, 11335609, 11335609, 9339500, 11898028, 12772663, 9339500, 11105036, 11335609, 11898028, 11335609, 14146889, 11105036, 14146889, 13893464, 9339500, 14146889, 14146889, 9339500, 11335609, 9339500, 11290485, 14146889, 11335609]"
"컵","1515.0","707.0","2.367816091954023","{0=41, 1=44, 2=22, 3=23, 4=13, 5=8, 6=7, 7=7, 8=9}","[3, 0, 1, 0, 1, 2, 3, 0, 2, 1, 3, 3, 0, 1, 1, 2, 1, 1, 4, 0, 2, 0, 5, 1, 7, 7, 2, 7, 0, 2, 1, 1, 0, 8, 2, 2, 3, 1, 4, 0, 0, 0, 7, 0, 8, 0, 1, 3, 0, 0, 6, 1, 1, 2, 2, 1, 8, 0, 7, 1, 1, 7, 2, 2, 1, 1, 0, 2, 3, 5, 1, 0, 5, 1, 1, 3, 0, 4, 5, 1, 0, 1, 6, 4, 1, 2, 2, 8, 8, 3, 0, 6, 0, 1, 4, 6, 4, 3, 3, 3, 1, 8, 0, 1, 8, 0, 0, 3, 4, 0, 2, 3, 5, 8, 1, 1, 2, 0, 3, 3, 5, 3, 4, 0, 0, 1, 2, 4, 1, 1, 3, 3, 1, 3, 0, 3, 0, 0, 1, 1, 2, 5, 0, 0, 2, 1, 4, 4, 6, 2, 1, 1, 0, 0, 6, 1, 0, 6, 0, 7, 1, 5, 0, 8, 4, 0, 1, 3, 2, 1, 0, 3, 1, 4]","[14500290, 14500290, 12743862, 13064590, 11572963, 9272510, 7376356, 11981470, 9474454, 12743862, 7376356, 7376356, 14500290, 10266590, 11572963, 13064590, 14500290, 14500290, 10266591, 14500290, 14500290, 11981470, 10877322, 11572963, 10266591, 7376356, 9474454, 14739541, 14500290, 12743862, 14500290, 11572963, 11981470, 10872216, 13064590, 13064590, 7376356, 11572963, 14500290, 14500290, 14500290, 13064590, 10872216, 11981470, 6864911, 14500290, 14500290, 12743862, 14500290, 14500290, 10872216, 14500290, 11572963, 9474454, 14500290, 12743862, 9474454, 14500290, 10266591, 12743862, 14500290, 10872216, 10877322, 9272510, 14500290, 14500290, 14500290, 12743862, 7376356, 10877322, 12743862, 14500290, 8693969, 12743862, 12743862, 12743862, 14500290, 14500290, 8693969, 11572963, 14500290, 12743862, 7376356, 7376356, 11572963, 13064590, 12743862, 10872216, 9474454, 12438143, 14500290, 8693969, 14500290, 11572963, 9474454, 7376356, 14500290, 7376356, 14500290, 12743862, 14500290, 9474454, 14500290, 14500290, 10872216, 14500290, 14500290, 14500290, 7376356, 11981470, 13064590, 14500290, 8693969, 9474454, 10266590, 8975270, 9474454, 14500290, 14500290, 14500290, 10266591, 7376356, 14500290, 11981470, 9272510, 12743862, 12743862, 10266591, 12743862, 14500290, 12743862, 12743862, 11572963, 12743862, 14500290, 12743862, 14500290, 14500290, 14500290, 11572963, 9474454, 9474454, 11981470, 14500290, 9474454, 14500290, 9474454, 14500290, 10877322, 14500290, 11572963, 12743862, 11981470, 14500290, 10877322, 11572963, 14500290, 10872216, 14500290, 9474292, 12743862, 9474454, 11981470, 10266591, 14500290, 11981470, 14500290, 12743862, 13064590, 11572963, 11981470, 14500290, 12743862, 14500290]"
"기름막이","12.0","7.0","2.6","{0=3, 1=1, 2=3, 5=1, 6=1, 8=1}","[1, 0, 0, 5, 8, 2, 6, 2, 0, 2]","[14352838, 12118897, 12118897, 3911672, 6939217, 14352838, 9245168, 14352838, 12118897, 14352838]"
"사다리선반","57.0","22.0","2.625","{0=7, 1=2, 2=9, 3=5, 4=2, 5=4, 6=1, 7=1, 8=1}","[0, 4, 0, 8, 4, 2, 2, 5, 3, 1, 0, 0, 1, 2, 3, 3, 2, 5, 3, 3, 7, 0, 0, 0, 2, 6, 2, 5, 5, 2, 2, 2]","[4796207, 11837002, 8751779, 16266, 12222, 8817437, 12222, 16414, 12222, 10605202, 12813, 8751779, 8751779, 8817437, 8817437, 8817437, 12222, 11837002, 8817437, 12222, 5819079, 4796207, 8751779, 12813, 12222, 16414, 8817437, 16414, 8817437, 12222, 12222, 8817437]"
"충전기","130.0","56.0","1.7272727272727273","{0=4, 2=3, 3=3, 4=1}","[3, 2, 4, 0, 2, 0, 0, 2, 0, 3, 3]","[14536727, 13310369, 14909067, 14046718, 13310369, 14046718, 14046718, 13310369, 14046718, 14536727, 14536727]"
"데코뷰","1125.0","477.0","2.0","{0=2, 2=3, 3=1, 5=1}","[2, 2, 0, 3, 5, 0, 2]","[8528654, 8528654, 9751446, 13463230, 13463231, 9751446, 8528654]"
"무소음탁상시계","24.0","12.0","0.5","{0=1, 1=1}","[0, 1]","[5321379, 10686002]"
"방석","2751.0","1279.0","3.3968253968253967","{0=18, 1=4, 2=5, 3=6, 4=7, 5=7, 6=4, 7=1, 8=11}","[4, 0, 5, 0, 3, 0, 8, 0, 8, 4, 6, 4, 2, 0, 8, 1, 8, 0, 2, 3, 0, 4, 5, 0, 7, 6, 6, 0, 5, 2, 8, 3, 5, 3, 0, 8, 3, 0, 2, 5, 0, 8, 2, 0, 0, 5, 8, 5, 0, 8, 4, 4, 8, 1, 8, 0, 1, 1, 0, 0, 6, 3, 4]","[14740862, 11569119, 13682007, 11569119, 3340675, 11569119, 12487354, 11569119, 14919036, 21880, 3340675, 14740862, 11227368, 11569119, 14919036, 14150509, 14919036, 11569119, 14150509, 4556248, 11569119, 14740862, 13682007, 13147941, 11136497, 14740862, 12487354, 11569119, 13682007, 11227368, 11279731, 4556248, 13682007, 3340675, 11569119, 14919036, 3340675, 11569119, 4556248, 13682007, 11569119, 14919036, 11227368, 11569119, 11569119, 13682007, 14919036, 14740862, 11569119, 11279731, 14740862, 14740862, 14919036, 11569119, 11279731, 11569119, 11569119, 11569119, 11569119, 11569119, 14740862, 3340675, 14740862]"
