search_keyword,qc,cc,ctr,uqc,ucc,uctr
미니 냉장고,28,0,0.0,15,0,0.0
전셋집 벽지,22,20,90.9090909090909,1,1,100.0
이불보관,12,4,33.333333333333336,8,1,12.5
접이식 토퍼,28,0,0.0,24,0,0.0
수납침대프레임,24,0,0.0,10,0,0.0
수세미거치대,66,4,6.0606060606060606,46,2,4.3478260869565215
필웰,14,0,0.0,11,0,0.0
전자레인지 수납장,54,0,0.0,41,0,0.0
미니 협탁,54,4,7.407407407407407,34,2,5.882352941176471
메트리스커버,21,0,0.0,16,0,0.0
까는 이불,10,0,0.0,4,0,0.0
로마네,17,0,0.0,14,0,0.0
빨래건조대 원룸,21,15,71.42857142857143,3,1,33.333333333333336
엔틱거울,14,0,0.0,9,0,0.0
