search_keyword,grade,mctr,docid,avgRank,stdevRank,impressions,clicks,uimpressions,uclicks,scrapCnt,qc,cc,uqc,ucc,f__description.bm25,f__keyword_list.korean.bm25,f__nickname.bm25,f__company.bm25,f__prod_name.bm25,f__prod_brand_name.bm25,f__prod_categories.bm25,f__decode_style.bm25,f__decode_area.bm25,f__decode_residence.bm25,f__reinforcement.bm25,f__click_keywords.bm25,f__desc.prod.keyword.bm25,f__desc.prod.bm25,f__desc.keyword.bm25,f__description.proximity,f__keyword_list.korean.proximity,f__nickname.proximity,f__company.proximity,f__prod_name.proximity,f__prod_brand_name.proximity,f__prod_categories.proximity,f__decode_style.proximity,f__decode_area.proximity,f__decode_residence.proximity,f__reinforcement.proximity,f__click_keywords.proximity,f__reply_count,f__follower_count,f__praise_count,f__scrap_count,f__view_count,f__user_card_count,f__created_at,f__has_tag,f__is_project
거실 수납장,0,0.03636363636363637,13725324,632.0,0.0,2,0,2,0,0,121,101,13,10,0.24687597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,2.9957323,0.0,0.014051488,0.0,1.0
거실 수납장,0,0.03636363636363637,14630004,412.5,0.5,2,0,2,0,0,121,101,13,10,0.0,0.20354411,0.0,0.0,0.0,0.0,0.08378222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09955481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972246,1.7917595,6.802395,0.0,0.052540842,1.0,0.0
거실 수납장,0,0.03636363636363637,12864424,443.5,0.5,2,0,2,0,0,121,101,13,10,0.0,0.0,0.0,0.0,0.0,0.0,0.20981285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,3.713572,6.6346335,0.0,0.003968306,1.0,1.0
거실 수납장,2,0.07272727272727274,14350329,387.4,1.2,4,1,2,1,0,121,101,13,10,0.2300539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912023,5.313206,0.0,0.03443025,1.0,1.0
거실 수납장,0,0.03636363636363637,13297146,698.67,0.94,3,0,2,0,0,121,101,13,10,0.0,0.0,0.0,0.0,0.10105936,0.0,0.21389866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,3.4339871,6.261492,0.0,0.007928244,1.0,1.0
거실 수납장,0,0.03636363636363637,14526267,882.0,1.41,3,0,2,0,0,121,101,13,10,0.0,0.0,0.0,0.0,0.0,0.0,0.19914508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,4.1108737,0.0,0.044355843,1.0,1.0
거실 수납장,1,0.06956521739130435,8990637,234.43,2.32,5,2,3,1,0,121,101,13,10,0.16070247,0.2457637,0.0,0.0,0.06652648,0.0,0.082142465,0.0,0.0,0.030766496,0.0,0.0,0.0,0.0,0.0,0.0,0.08659376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917595,3.3672957,5.220356,0.0,3.0419253e-06,1.0,0.0
거실 수납장,0,0.03636363636363637,10906162,797.0,0.0,2,0,2,0,0,121,101,13,10,0.0,0.0,0.0,0.0,0.10885301,0.0,0.19496839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0794415,4.0430512,7.962067,0.0,0.0001080811,1.0,1.0
거실 수납장,0,0.027586206896551724,16643265,9.08,0.64,12,0,9,0,0,121,101,13,10,0.28916475,0.29890245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2088592,0.22692433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65038294,0.0,0.0
거실 수납장,0,0.03636363636363637,1541399,583.5,2.5,2,0,2,0,0,121,101,13,10,0.16070247,0.0,0.0,0.0,0.0,0.0,0.18947639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862944,4.9698133,7.6043963,0.0,7.8044186e-14,1.0,1.0
