search_keyword,grade,mctr,docid,avgRank,stdevRank,impressions,clicks,uimpressions,uclicks,scrapCnt,qc,cc,uqc,ucc,f__description.bm25,f__keyword_list.korean.bm25,f__nickname.bm25,f__company.bm25,f__prod_name.bm25,f__prod_brand_name.bm25,f__prod_categories.bm25,f__decode_style.bm25,f__decode_area.bm25,f__decode_residence.bm25,f__reinforcement.bm25,f__click_keywords.bm25,f__desc.prod.keyword.bm25,f__desc.prod.bm25,f__desc.keyword.bm25,f__description.proximity,f__keyword_list.korean.proximity,f__nickname.proximity,f__company.proximity,f__prod_name.proximity,f__prod_brand_name.proximity,f__prod_categories.proximity,f__decode_style.proximity,f__decode_area.proximity,f__decode_residence.proximity,f__reinforcement.proximity,f__click_keywords.proximity,f__has_tag,f__is_project
이케아 소파,1,0.07894736842105263,12531705,54.79,14.09,32,2,18,2,0,194,136,49,25,0.0,0.24286655,0.0,0.0,0.072717905,0.06899409,0.10185784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
이케아 소파,1,0.08823529411764706,11235245,77.39,5.15,16,2,14,2,0,194,136,49,25,0.0,0.0,0.0,0.0,0.2972985,0.077066876,0.11880247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이케아 소파,1,0.09302325581395349,1446931,14.97,28.99,34,3,23,3,0,194,136,49,25,0.41183192,0.33836496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30568936,0.25688398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이케아 소파,0,0.03636363636363637,16674982,377.0,520.43,3,0,2,0,0,194,136,49,25,0.0,0.0,0.0,0.0,0.0,0.24541575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,1,0.08888888888888889,13280259,31.72,2.35,16,2,7,2,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.43193093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67756736,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,1,0.08571428571428572,13379041,20.27,0.69,20,2,8,2,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.42978838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6742063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,1,0.096,16396360,10.86,4.45,12,2,5,2,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.54584515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8562639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,1,0.13793103448275865,13083669,18.15,0.89,22,5,9,4,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.53572017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,1,0.08888888888888889,9610067,32.59,1.24,15,2,7,2,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.53572017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,1,0.08888888888888889,14814967,43.33,0.94,17,4,7,2,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.54584515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8562639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,1,0.08571428571428572,16180800,2.47,1.36,13,2,8,2,0,87,80,10,11,0.0,0.35959926,0.0,0.0,0.0,0.53572017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.580006,0.0,0.0,0.0,0.8403809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,6291973,131.4,2.24,5,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.47303718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74205047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,13379075,106.88,0.33,8,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.4080962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64017797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.032,16396361,12.58,4.77,12,0,5,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.53572017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.02962962962962963,12122218,44.93,1.24,15,0,7,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.57536435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9025705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03333333333333333,15200215,99.17,37.67,6,0,4,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.38333216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60133076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.05714285714285714,10605018,29.65,1.35,19,1,8,1,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.54584515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8562639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03333333333333333,11544349,73.4,1.96,5,0,4,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.44788137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7025887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.02857142857142857,12025158,28.5,1.34,18,0,8,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.5510525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8644326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,6781815,117.8,4.75,5,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.47303718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74205047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.03636363636363637,4813801,135.0,3.0,2,0,2,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.38333216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60133076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.03333333333333333,7364909,65.8,1.6,5,0,4,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.5853617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03636363636363637,13280245,145.5,0.5,2,0,2,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.325862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51117766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.03076923076923077,10605013,48.83,1.07,12,0,6,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.51132643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8021146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03636363636363637,6753768,143.0,6.0,2,0,2,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.5853617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,11994459,125.0,2.16,6,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.47303718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74205047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,13379056,98.67,1.25,3,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.4080962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64017797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.034782608695652174,12885741,93.4,0.49,5,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.45391613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7120554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03636363636363637,11845193,138.0,4.0,2,0,2,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.42348635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6643204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.05517241379310345,13379000,18.63,0.86,23,1,9,1,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.50368154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79012203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.02962962962962963,12051570,35.07,1.71,14,0,7,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.5493057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86169237,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03333333333333333,13008518,80.43,2.26,7,0,4,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.42348635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6643204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.02962962962962963,9195129,17.73,16.22,11,0,7,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.53572017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.03076923076923077,14890212,39.0,1.33,9,0,6,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.45391613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7120554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.032,16396359,6.0,2.79,9,0,5,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.5853617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03333333333333333,13240462,14.3,1.62,20,0,10,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.54584515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8562639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.032,11880818,63.29,1.39,7,0,5,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.53572017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,13425217,79.67,0.47,6,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.37067854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5814811,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.03333333333333333,11152063,74.33,29.39,6,0,4,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.48091397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7544067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,12618306,107.0,19.8,3,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.4080962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64017797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,7368468,72.33,0.47,3,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.53572017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.03333333333333333,12410135,85.0,18.39,6,0,4,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.42978838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6742063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03333333333333333,13425220,11.21,1.36,19,0,10,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.50368154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79012203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.034782608695652174,12194435,124.8,3.19,5,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.47303718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74205047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03636363636363637,13779373,144.0,1.0,2,0,2,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.38333216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60133076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03333333333333333,10190676,60.29,1.91,7,0,4,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.47083202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7385912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,7368478,88.8,0.4,5,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.53572017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.034782608695652174,8172223,118.4,1.96,5,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.50368154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79012203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.032,13967286,64.0,12.04,6,0,5,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.42978838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6742063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.034782608695652174,14925426,104.2,0.4,5,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.38333216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60133076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,11362008,99.67,2.62,3,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.49994412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7842592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,6744081,108.57,3.5,7,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.5853617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03333333333333333,7368469,75.2,2.32,5,0,4,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.53572017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.03636363636363637,13946221,145.0,3.0,2,0,2,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.47303718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74205047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,6269191,88.8,1.47,5,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.54584515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8562639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,6781791,88.6,0.8,5,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.53572017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8403809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
메종드민,0,0.032,12484572,47.83,16.41,6,0,5,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.45391613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7120554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.03636363636363637,9104388,127.5,0.5,4,0,2,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.47303718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74205047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
메종드민,0,0.034782608695652174,12364747,103.0,19.82,3,0,3,0,0,87,80,10,11,0.0,0.0,0.0,0.0,0.0,0.41707754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.02586206896551724,13076397,9.23,16.09,541,13,444,11,0,1264,608,549,171,0.0,0.23589902,0.0,0.0,0.30223647,0.0,0.0,0.0,0.0,0.0,0.0,0.38132006,0.0,0.0,0.0,0.0,0.23589902,0.0,0.0,0.30223647,0.0,0.0,0.0,0.0,0.0,0.0,0.38132006,1.0,0.0
슬리퍼,1,0.016216216216216217,14781553,33.37,2.89,227,3,165,2,0,1264,608,549,171,0.18000129,0.0,0.0,0.0,0.27083138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18000129,0.0,0.0,0.0,0.27083138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
슬리퍼,1,0.03,6976759,88.72,8.51,97,2,80,2,0,1264,608,549,171,0.31989676,0.27728114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31989676,0.27728114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.05214723926380368,13874360,8.24,5.83,420,18,306,16,0,1264,608,549,171,0.31125724,0.26563165,0.0,0.0,0.22674029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31125724,0.26563165,0.0,0.0,0.22674029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
슬리퍼,1,0.045454545454545456,14376750,36.97,39.3,177,6,134,6,0,1264,608,549,171,0.255956,0.3836811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255956,0.3836811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.061224489795918366,6535593,197.35,5.16,38,2,29,2,0,1264,608,549,171,0.0,0.33627075,0.0,0.0,0.27083138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33627075,0.0,0.0,0.27083138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
슬리퍼,1,0.02564102564102564,13738784,73.24,3.36,118,2,97,2,0,1264,608,549,171,0.37426934,0.37629813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37426934,0.37629813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
슬리퍼,1,0.029556650246305417,12315444,26.49,3.59,233,5,183,5,0,1264,608,549,171,0.36249736,0.35166982,0.0,0.0,0.2948217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36249736,0.35166982,0.0,0.0,0.2948217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.043478260869565216,14234063,71.01,11.02,120,4,95,4,0,1264,608,549,171,0.0,0.3723822,0.0,0.0,0.27083138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3723822,0.0,0.0,0.27083138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.03225806451612903,12948056,96.16,3.86,96,2,73,2,0,1264,608,549,171,0.33869922,0.0,0.0,0.0,0.25689524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33869922,0.0,0.0,0.0,0.25689524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.08275862068965517,15970973,316.75,151.74,12,4,9,2,0,1264,608,549,171,0.0,0.3836811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3836811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
슬리퍼,1,0.05084745762711865,8598816,67.24,48.0,130,5,98,5,0,1264,608,549,171,0.34104353,0.37596175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34104353,0.37596175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
슬리퍼,1,0.024539877300613498,10814720,44.9,5.39,170,3,143,3,0,1264,608,549,171,0.33869922,0.39568707,0.0,0.0,0.28636622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33869922,0.39568707,0.0,0.0,0.28636622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.026200873362445413,14661477,20.09,2.7,282,5,209,5,0,1264,608,549,171,0.3290296,0.26563165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3290296,0.26563165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.09230769230769231,1777539,416.3,14.49,8,2,6,2,0,1264,608,549,171,0.2678534,0.3836811,0.0,0.0,0.2636793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2678534,0.3836811,0.0,0.0,0.2636793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.11851851851851852,4693288,349.57,5.51,11,3,7,3,0,1264,608,549,171,0.0,0.40846872,0.0,0.0,0.2636793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40846872,0.0,0.0,0.2636793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.01818181818181818,6524875,19.24,23.7,369,5,310,5,0,1264,608,549,171,0.0,0.41962874,0.0,0.0,0.25045153,0.0,0.0,0.0,0.0,0.0,0.0,0.38132006,0.0,0.0,0.0,0.0,0.41962874,0.0,0.0,0.25045153,0.0,0.0,0.0,0.0,0.0,0.0,0.38132006,1.0,0.0
슬리퍼,1,0.0625,6408363,191.29,42.97,33,2,28,2,0,1264,608,549,171,0.2399678,0.32458875,0.0,0.0,0.24432316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2399678,0.32458875,0.0,0.0,0.24432316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.029411764705882353,13229078,18.63,8.09,273,6,218,6,0,1264,608,549,171,0.29530644,0.21447922,0.0,0.0,0.107517526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29530644,0.21447922,0.0,0.0,0.107517526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.045454545454545456,13946016,126.63,48.53,52,2,46,2,0,1264,608,549,171,0.0,0.0,0.0,0.0,0.31661195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31661195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
슬리퍼,1,0.037037037037037035,12722982,85.98,19.08,117,3,88,3,0,1264,608,549,171,0.0,0.13226578,0.0,0.0,0.27083138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13226578,0.0,0.0,0.27083138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
슬리퍼,1,0.033210332103321034,12379614,18.44,24.48,313,8,251,8,0,1264,608,549,171,0.0,0.30873868,0.0,0.0,0.15633744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30873868,0.0,0.0,0.15633744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
