search_keyword,grade,mctr,docid,avgRank,stdevRank,impressions,clicks,uimpressions,uclicks,scrapCnt,qc,cc,uqc,ucc,f__description.bm25,f__keyword_list.korean.bm25,f__nickname.bm25,f__company.bm25,f__prod_name.bm25,f__prod_brand_name.bm25,f__prod_categories.bm25,f__decode_style.bm25,f__decode_area.bm25,f__decode_residence.bm25,f__reinforcement.bm25,f__click_keywords.bm25,f__desc.prod.keyword.bm25,f__desc.prod.bm25,f__desc.keyword.bm25,f__description.proximity,f__keyword_list.korean.proximity,f__nickname.proximity,f__company.proximity,f__prod_name.proximity,f__prod_brand_name.proximity,f__prod_categories.proximity,f__decode_style.proximity,f__decode_area.proximity,f__decode_residence.proximity,f__reinforcement.proximity,f__click_keywords.proximity,f__has_tag,f__is_project
테라스꾸미기,1,0.1111111111111111,5264620,242.71,6.98,38,4,25,4,0,1592,1267,216,179,0.24460697,0.27847362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27847362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.08823529411764706,9178500,129.83,155.85,22,2,14,2,0,1592,1267,216,179,0.0,0.26808357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.06779661016949153,12167416,185.05,6.43,56,3,39,3,0,1592,1267,216,179,0.28074905,0.42621937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26808357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.04,9178502,116.28,83.72,72,2,55,2,0,1592,1267,216,179,0.0,0.37084717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.02564102564102564,9830617,17.82,11.64,326,4,175,4,0,1592,1267,216,179,0.3959325,0.43881094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3959325,0.34540784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.017341040462427744,13018523,39.23,3.09,242,3,153,2,0,1592,1267,216,179,0.44127363,0.36285087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24293636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.07428571428571429,12406508,37.6,3.06,236,12,155,12,0,1592,1267,216,179,0.30515364,0.35202384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30856746,0.0,0.0,0.0,0.0,0.24109715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.09467455621301775,8566130,35.97,23.17,247,16,149,15,0,1592,1267,216,179,0.32609925,0.30796555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.06557377049180328,11990091,169.87,5.44,49,3,41,3,0,1592,1267,216,179,0.0,0.33528167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1952388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.13513513513513514,5493751,133.46,160.21,32,5,17,4,0,1592,1267,216,179,0.24294914,0.4049697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30187276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.06796116504854369,14370687,19.94,22.79,285,13,186,13,0,1592,1267,216,179,0.22333735,0.4076302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27847362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
테라스꾸미기,1,0.023076923076923078,9335938,36.49,43.64,180,2,110,2,0,1592,1267,216,179,0.0,0.4149555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27847362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.04878048780487805,10124834,59.43,50.65,155,5,103,5,0,1592,1267,216,179,0.0,0.38685387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30856746,0.0,0.0,0.0,0.0,0.21904692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.047619047619047616,10393532,120.08,3.72,87,3,64,3,0,1592,1267,216,179,0.0,0.40774345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25844097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
테라스꾸미기,1,0.08275862068965517,13626972,136.0,191.31,24,2,9,2,0,1592,1267,216,179,0.26928186,0.31511158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.08,16480843,59.55,51.68,124,7,80,7,0,1592,1267,216,179,0.0,0.4049697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30856746,0.0,0.0,0.0,0.0,0.30187276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.06593406593406594,11881300,32.9,2.51,256,12,162,11,0,1592,1267,216,179,0.0,0.30845177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30856746,0.0,0.0,0.0,0.0,0.17188601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.07772020725388601,1159891,21.96,22.82,295,16,173,14,0,1592,1267,216,179,0.5038253,0.35978034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22331226,0.0,0.0,0.0,0.37397307,0.24946797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.04225352112676056,16128729,133.12,27.16,75,2,51,2,0,1592,1267,216,179,0.21295612,0.25844097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.07017543859649122,12735156,29.34,24.11,245,11,151,11,0,1592,1267,216,179,0.2860977,0.36353725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22331226,0.0,0.0,0.0,0.0,0.22593476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.09482758620689655,13379102,4.56,10.05,353,21,212,21,0,1592,1267,216,179,0.4618715,0.38214937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30856746,0.0,0.0,0.0,0.3295362,0.38214937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.12195121951219512,10195771,260.69,7.79,28,4,21,4,0,1592,1267,216,179,0.14538012,0.44002852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38214937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.13157894736842105,9134140,103.67,141.42,40,6,18,4,0,1592,1267,216,179,0.0,0.32983097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25844097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.0390625,15682863,76.37,2.86,153,5,108,4,0,1592,1267,216,179,0.0,0.4049697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30187276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.05426356589147287,13955697,72.56,4.78,163,8,109,6,0,1592,1267,216,179,0.0,0.37084717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.02142857142857143,10716232,59.43,17.51,162,2,120,2,0,1592,1267,216,179,0.0,0.3295649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
테라스꾸미기,1,0.0449438202247191,13037739,109.02,24.11,99,3,69,3,0,1592,1267,216,179,0.0,0.39560902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3295649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.0784313725490196,15518805,216.67,32.23,45,3,31,3,0,1592,1267,216,179,0.31566635,0.38214937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38214937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.061224489795918366,9627152,222.9,4.26,39,2,29,2,0,1592,1267,216,179,0.26928186,0.29964837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20069209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.05454545454545454,13379103,199.49,5.82,41,2,35,2,0,1592,1267,216,179,0.0,0.38214937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38214937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.034482758620689655,9432637,84.1,29.33,130,4,96,3,0,1592,1267,216,179,0.0,0.37092578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21256664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.07333333333333333,12177015,45.55,22.35,203,10,130,10,0,1592,1267,216,179,0.0,0.41398758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30856746,0.0,0.0,0.0,0.0,0.24946797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.022857142857142857,10419788,23.86,22.33,273,4,155,3,0,1592,1267,216,179,0.2774352,0.35418797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30856746,0.0,0.0,0.0,0.0,0.1952388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
테라스꾸미기,1,0.029197080291970802,9062717,45.15,36.71,188,3,117,3,0,1592,1267,216,179,0.30247316,0.43881094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34540784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.06818181818181818,9178509,105.92,122.66,48,3,24,2,0,1592,1267,216,179,0.0,0.30187276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.06521739130434782,16682665,99.15,15.54,39,2,26,2,0,1592,1267,216,179,0.2774352,0.32391107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18517546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.07751937984496124,15682864,70.86,2.62,145,9,109,9,0,1592,1267,216,179,0.2953186,0.41557774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31511158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.06329113924050633,14370678,43.38,16.54,207,9,138,9,0,1592,1267,216,179,0.0,0.40933388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34540784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
테라스꾸미기,1,0.05,10991494,183.05,4.06,54,2,40,2,0,1592,1267,216,179,0.0,0.3764664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26808357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.08,10124833,34.9,15.93,247,14,155,13,0,1592,1267,216,179,0.2860977,0.40683675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30856746,0.0,0.0,0.0,0.0,0.24109715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.08955223880597014,16095782,154.04,4.07,69,5,47,5,0,1592,1267,216,179,0.0,0.37859166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27847362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.07894736842105263,3989771,283.19,6.72,25,2,18,2,0,1592,1267,216,179,0.0,0.42409703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36285087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.0784313725490196,9748979,211.7,4.6,44,3,31,3,0,1592,1267,216,179,0.22891699,0.3269155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22593476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.06329113924050633,10716244,112.51,50.7,87,4,59,4,0,1592,1267,216,179,0.0,0.26808357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
테라스꾸미기,1,0.034482758620689655,10992171,119.42,8.47,90,2,67,2,0,1592,1267,216,179,0.2953186,0.34461945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23326983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.04225352112676056,12888320,140.49,6.38,67,2,51,2,0,1592,1267,216,179,0.3864637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16557962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
테라스꾸미기,1,0.06779661016949153,8566131,159.54,84.07,65,4,39,3,0,1592,1267,216,179,0.0,0.36887354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26808357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.02531645569620253,14370680,47.86,4.09,199,3,138,3,0,1592,1267,216,179,0.24746421,0.41398758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
테라스꾸미기,1,0.1111111111111111,9255945,153.09,70.76,67,7,43,6,0,1592,1267,216,179,0.25246832,0.37011284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23326983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.08666666666666667,13166526,46.78,22.23,210,13,130,12,0,1592,1267,216,179,0.0,0.39494923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28970146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
테라스꾸미기,1,0.12307692307692308,13626971,237.74,274.41,20,3,6,3,0,1592,1267,216,179,0.2892666,0.27847362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.10236220472440945,16352140,38.85,24.24,180,13,107,12,0,1592,1267,216,179,0.21802323,0.3757756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17496936,0.0,0.0,0.0,0.0,0.21904692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.041666666666666664,9335939,37.12,36.89,174,5,124,5,0,1592,1267,216,179,0.22891699,0.36728784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22593476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.10344827586206896,11712488,187.9,5.91,58,5,38,5,0,1592,1267,216,179,0.27114573,0.42532796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30187276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.096,11969958,495.8,16.26,8,2,5,2,0,1592,1267,216,179,0.0,0.3046986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.08571428571428572,8106073,225.56,133.58,25,2,15,2,0,1592,1267,216,179,0.31823066,0.3888356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28970146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
테라스꾸미기,1,0.05084745762711865,4657383,32.54,24.95,251,9,157,8,0,1592,1267,216,179,0.37473255,0.32427764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21256664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.043478260869565216,10393535,110.01,4.11,97,3,72,3,0,1592,1267,216,179,0.0,0.39494923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28970146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
테라스꾸미기,1,0.09230769230769231,5596261,316.27,285.11,9,2,6,2,0,1592,1267,216,179,0.31566635,0.41638082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24109715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.058823529411764705,10909878,124.74,66.11,69,3,48,3,0,1592,1267,216,179,0.0,0.32983097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
테라스꾸미기,1,0.05555555555555555,9504664,44.44,11.93,211,8,142,8,0,1592,1267,216,179,0.17611757,0.44002852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38214937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
테라스꾸미기,0,0.022222222222222223,16331440,150.21,4.07,38,0,25,0,0,1592,1267,216,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
포트메리온,1,0.11538461538461539,16010848,14.58,14.3,46,6,32,5,0,123,78,38,12,0.0,0.31653884,0.0,0.0,0.0,0.2804461,0.0,0.0,0.0,0.0,0.0,0.22720893,0.0,0.0,0.0,0.0,0.31653884,0.0,0.0,0.0,0.2804461,0.0,0.0,0.0,0.0,0.0,0.22720893,1.0,0.0
포트메리온,1,0.096,8013806,80.0,0.94,7,2,5,2,0,123,78,38,12,0.0,0.26902497,0.0,0.0,0.28014144,0.2075809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26902497,0.0,0.0,0.28014144,0.2075809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,1,0.1103448275862069,6400068,56.41,1.72,14,3,9,3,0,123,78,38,12,0.35269988,0.325538,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35269988,0.325538,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,1,0.07142857142857142,16010847,13.29,8.1,32,2,22,2,0,123,78,38,12,0.0,0.36075082,0.0,0.0,0.0,0.3176085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36075082,0.0,0.0,0.0,0.3176085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.03636363636363637,14929776,219.0,7.0,2,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.03636363636363637,14314183,158.67,15.08,3,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.4057944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4057944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.03636363636363637,15061663,217.0,6.0,2,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.03636363636363637,13063294,121.0,1.41,3,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.3031464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3031464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
포트메리온,0,0.03636363636363637,10795313,180.0,3.0,2,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.03636363636363637,6244594,203.0,6.0,2,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.4057944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4057944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.03636363636363637,15283184,173.0,18.0,2,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.032,14224878,75.6,8.24,5,0,5,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.03636363636363637,15384859,169.0,15.0,2,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.4057944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4057944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.03636363636363637,14769527,219.0,5.0,2,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.03636363636363637,15039499,183.0,4.0,2,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.03636363636363637,10410541,207.5,7.5,2,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.4057944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4057944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
포트메리온,0,0.03636363636363637,14765272,185.0,5.0,2,0,2,0,0,123,78,38,12,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36612427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
